Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,3B,4.08B,5.03B,5.09B,5.38B
Cash & Due from Banks Growth,-,36.00%,23.14%,1.11%,5.78%
Investments - Total,47.56B,114.31B,157.04B,186.53B,157.95B
Investments Growth,-,140.35%,37.38%,18.77%,-15.32%
Trading Account Securities,-,5.73B,3.87B,4.42B,4.91B
Federal Funds Sold & Securities Purchased,-,1.42B,1.75B,4.03B,3.18B
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,-,1.42B,1.75B,4.03B,3.18B
Treasury Securities,6.74B,2.28B,1.75B,9.8B,10.3B
Federal Agency Securities,200M,1.88B,1.92B,1.7B,303M
State & Municipal Securities,706M,585M,493M,420M,416M
Mortgage Backed Securities,37.4B,69.58B,116.6B,142.68B,118.48B
Other Securities,542M,1.23B,1.09B,1.09B,919M
Other Investments,1.97B,31.62B,29.58B,22.39B,19.45B
Net Loans,147.46B,298.29B,293.9B,285.08B,321.61B
Gross Loans - Net of Unearned Income,149.01B,299.84B,299.73B,289.51B,325.99B
Commercial & Industrial Loans,61.94B,130.18B,138.35B,138.76B,164.31B
Consumer & Installment Loans,32.61B,51.39B,49.72B,48.91B,51.08B
Real Estate Mortgage Loans,52.45B,112.15B,106.42B,101.84B,110.6B
Lease Financing Loans,2.02B,6.12B,5.24B,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(1.56B),(1.55B),(5.84B),(4.44B),(4.38B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,102.29%,-1.47%,-3.00%,12.82%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",2.12B,10.51B,7.01B,6.96B,6.88B
Other Assets (Including Intangibles),25.5B,45.75B,45.85B,57.59B,60.41B
Other Assets,14.92B,18.46B,18.42B,28.09B,29.72B
Intangible Assets,10.58B,27.3B,27.43B,29.51B,30.69B
Interest Receivables,-,-,-,-,-
Total Assets,224.19B,475.83B,512.53B,544.34B,558.95B
Assets - Total Growth,-,112.25%,7.71%,6.21%,2.69%
Return On Average Assets,-,-,-,-,1.13%
