Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,66.3B,100.58B,90.98B,62.64B,48.3B
Cash & Short Term Investments Growth,-,51.70%,-9.55%,-31.15%,-22.89%
Cash Only,19.66B,28.12B,19.98B,26.91B,21.48B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,18.13%,29.71%,28.09%,17.85%,13.69%
Total Accounts Receivable,49B,45.8B,37.45B,51.51B,60.93B
Total Accounts Receivable Growth,-,-6.51%,-18.25%,37.55%,18.30%
"Accounts Receivables, Net",23.19B,22.93B,16.12B,26.28B,28.18B
"Accounts Receivables, Gross",23.19B,22.93B,16.12B,26.28B,28.18B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,25.81B,22.88B,21.33B,25.23B,32.75B
Accounts Receivable Turnover,5.43,5.68,7.32,7.10,6.47
Inventories,3.96B,4.11B,4.06B,6.58B,4.95B
Finished Goods,3.96B,4.11B,4.06B,6.58B,4.95B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,12.09B,12.33B,11.23B,14.11B,21.22B
Miscellaneous Current Assets,12.09B,12.33B,11.23B,14.11B,21.22B
Total Current Assets,131.34B,162.82B,143.71B,134.84B,135.41B
"Net Property, Plant & Equipment",41.3B,37.38B,45.34B,49.53B,52.53B
"Property, Plant & Equipment - Gross",90.4B,95.96B,112.1B,119.81B,124.87B
Buildings,16.22B,17.09B,17.95B,20.04B,22.13B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",8.21B,9.08B,10.28B,11.02B,11.27B
Accumulated Depreciation,49.1B,58.58B,66.76B,70.28B,72.34B
Total Investments and Advances,170.8B,106.7B,102.62B,127.88B,120.81B
Other Long-Term Investments,170.8B,106.7B,102.62B,127.88B,120.81B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,22.28B,31.62B,32.22B,38.76B,44.01B
Total Assets,365.73B,338.52B,323.89B,351B,352.76B
Total Assets Growth,-,-7.44%,-4.32%,8.37%,0.50%
