Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,240M,75M,512M,627M,467M
Cash & Short Term Investments Growth,-,-68.75%,582.67%,22.46%,-25.52%
Cash Only,240M,75M,512M,627M,467M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.54%,0.99%,5.86%,5.62%,4.12%
Total Accounts Receivable,1.26B,1.46B,1.62B,1.95B,2.05B
Total Accounts Receivable Growth,-,15.94%,11.13%,20.72%,4.82%
"Accounts Receivables, Net",1.26B,1.31B,1.45B,1.74B,1.88B
"Accounts Receivables, Gross",1.26B,1.31B,1.45B,1.75B,1.88B
Bad Debt/Doubtful Accounts,(9M),(3M),(2M),(9M),(2M)
Other Receivable,-,148M,171M,209M,170M
Accounts Receivable Turnover,6.51,6.12,5.79,4.88,5.22
Inventories,128M,136M,137M,161M,183M
Finished Goods,-,-,-,-,-
Work in Progress,34M,30M,17M,37M,54M
Raw Materials,94M,106M,120M,124M,129M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,122M,119M,178M,50M,50M
Miscellaneous Current Assets,122M,119M,178M,50M,50M
Total Current Assets,1.75B,1.79B,2.44B,2.79B,2.75B
"Net Property, Plant & Equipment",2.52B,3.03B,3.17B,3.35B,3.48B
"Property, Plant & Equipment - Gross",4.35B,4.99B,5.19B,5.5B,5.8B
Buildings,2.04B,2.38B,2.44B,2.64B,2.81B
Land & Improvements,321M,282M,309M,329M,344M
Computer Software and Equipment,211M,218M,234M,226M,246M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.83B,1.96B,2.02B,2.15B,2.32B
Total Investments and Advances,78M,147M,182M,307M,209M
Other Long-Term Investments,78M,147M,182M,307M,209M
Long-Term Note Receivables,-,39M,34M,36M,-
Intangible Assets,1.76B,1.87B,2.13B,3.79B,3.64B
Net Goodwill,1.26B,1.37B,1.62B,2.63B,2.62B
Net Other Intangibles,492M,492M,512M,1.16B,1.02B
Other Assets,125M,54M,65M,359M,785M
Total Assets,6.78B,7.55B,8.74B,11.16B,11.33B
Total Assets Growth,-,11.39%,15.81%,27.62%,1.56%
