Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,378.62M,447.86M,243.8M,257.41M,217.48M
Cash & Short Term Investments Growth,-,18.29%,-45.56%,5.59%,-15.51%
Cash Only,378.62M,447.86M,243.8M,257.41M,217.48M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,8.55%,9.65%,4.74%,3.66%,3.65%
Total Accounts Receivable,2.32B,2.11B,2.65B,4.42B,3.25B
Total Accounts Receivable Growth,-,-9.25%,25.60%,66.89%,-26.44%
"Accounts Receivables, Net",2.32B,2.11B,2.65B,4.42B,3.25B
"Accounts Receivables, Gross",2.36B,2.14B,2.68B,4.46B,3.28B
Bad Debt/Doubtful Accounts,(41.13M),(32.84M),(38.11M),(41.54M),(28.75M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.16,7.27,6.12,5.23,7.60
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,52.39M,85.01M,51.15M,129.59M,122.41M
Miscellaneous Current Assets,52.39M,85.01M,51.15M,129.59M,122.41M
Total Current Assets,2.75B,2.64B,2.94B,4.8B,3.59B
"Net Property, Plant & Equipment",228.3M,519.28M,498.73M,432.39M,531.57M
"Property, Plant & Equipment - Gross",498.85M,800.84M,798.77M,734.67M,821.97M
Buildings,130.96M,112.41M,93.54M,60.06M,60.77M
Land & Improvements,23.65M,20.15M,19.82M,11.01M,11.01M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",331.66M,344.92M,353.31M,362.85M,344.36M
Accumulated Depreciation,270.55M,281.55M,300.03M,302.28M,290.4M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.4B,1.43B,1.66B,1.64B,1.62B
Net Goodwill,1.26B,1.29B,1.49B,1.48B,1.47B
Net Other Intangibles,143.5M,142.69M,173.52M,159.72M,152.83M
Other Assets,33.63M,33.72M,24.47M,22.2M,28.51M
Total Assets,4.43B,4.64B,5.14B,7.03B,5.95B
Total Assets Growth,-,4.83%,10.84%,36.62%,-15.28%
