Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.58B,2.03B,3.39B,5.21B,5.97B
Cash & Short Term Investments Growth,-,28.48%,67.23%,53.50%,14.65%
Cash Only,1.56B,2.03B,3.33B,5.21B,5.97B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.65%,5.47%,9.48%,13.62%,14.44%
Total Accounts Receivable,2.34B,2.15B,1.55B,2.34B,2.87B
Total Accounts Receivable Growth,-,-8.10%,-28.24%,51.10%,22.96%
"Accounts Receivables, Net",1.92B,2B,1.52B,2.34B,2.77B
"Accounts Receivables, Gross",1.92B,2B,1.52B,2.34B,2.77B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,427.91M,151.67M,23.04M,-,97M
Accounts Receivable Turnover,7.37,7.93,6.43,8.47,10.31
Inventories,859.36M,767.3M,629.4M,584M,1.06B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,275.47M,323.45M,293.99M,456M,574M
Miscellaneous Current Assets,275.47M,323.45M,293.99M,456M,574M
Total Current Assets,5.06B,5.27B,5.86B,8.58B,10.48B
"Net Property, Plant & Equipment",28.08B,31.14B,29.47B,29.17B,30.28B
"Property, Plant & Equipment - Gross",61.55B,68.08B,70.14B,73.14B,72.95B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",61.55B,67.3B,69.27B,72.4B,72.11B
Accumulated Depreciation,33.48B,36.94B,40.67B,43.97B,42.68B
Total Investments and Advances,-,-,1.06M,6M,-
Other Long-Term Investments,-,-,1.06M,6M,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,800.79M,711.31M,471.62M,466M,588M
Total Assets,33.93B,37.12B,35.8B,38.24B,41.37B
Total Assets Growth,-,9.40%,-3.56%,6.79%,8.20%
