Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,16.36M,28.58M,34.13M,24.32M,45.59M
Cash & Short Term Investments Growth,-,74.73%,19.40%,-28.74%,87.46%
Cash Only,16.36M,28.58M,34.13M,24.32M,45.59M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.32%,1.93%,1.96%,0.75%,1.28%
Total Accounts Receivable,207.8M,226.54M,289.2M,376.57M,351.45M
Total Accounts Receivable Growth,-,9.02%,27.66%,30.21%,-6.67%
"Accounts Receivables, Net",67.57M,72.21M,119.73M,150.85M,124.83M
"Accounts Receivables, Gross",73.76M,77.68M,124.54M,156.8M,134.35M
Bad Debt/Doubtful Accounts,(6.18M),(5.47M),(4.81M),(5.94M),(9.52M)
Other Receivable,140.23M,154.33M,169.47M,225.72M,226.62M
Accounts Receivable Turnover,14.43,14.12,13.61,14.06,17.58
Inventories,672.58M,702.27M,780.99M,1.34B,1.59B
Finished Goods,672.58M,702.27M,780.99M,1.34B,1.59B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,18.51M,16.17M,17.61M,29.09M,30.89M
Miscellaneous Current Assets,3.39M,1.6M,1.21M,7.2M,6.5M
Total Current Assets,915.24M,973.57M,1.12B,1.77B,2.02B
"Net Property, Plant & Equipment",106.96M,288.94M,314.12M,420.67M,463.32M
"Property, Plant & Equipment - Gross",248.61M,450.32M,484.14M,611.91M,674.83M
Buildings,5.32M,7.13M,7.35M,54.5M,55.91M
Land & Improvements,3.19M,3.61M,3.61M,19.86M,19.87M
Computer Software and Equipment,39.31M,43M,29.94M,32.2M,32.38M
"Other Property, Plant & Equipment",54.88M,60.05M,63.75M,72.28M,80.62M
Accumulated Depreciation,141.64M,161.39M,170.03M,191.24M,211.51M
Total Investments and Advances,1.21M,1.23M,1.29M,1.23M,35.3M
Other Long-Term Investments,-,-,-,-,34.05M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,200.48M,199.63M,280.35M,1B,997.44M
Net Goodwill,188.47M,188.6M,268.17M,688.36M,691.99M
Net Other Intangibles,12M,11.04M,12.18M,312.81M,305.45M
Other Assets,16.97M,19.9M,21.99M,37.97M,50.39M
Total Assets,1.24B,1.48B,1.74B,3.23B,3.57B
Total Assets Growth,-,19.53%,17.29%,85.67%,10.38%
