Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,128M,236.6M,553.3M,79.2M,83.3M
Cash & Short Term Investments Growth,-,84.84%,133.85%,-85.69%,5.18%
Cash Only,128M,236.6M,553.3M,79.2M,83.3M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.23%,1.07%,2.48%,0.36%,0.37%
Total Accounts Receivable,569.4M,818.2M,860.8M,793.9M,867.4M
Total Accounts Receivable Growth,-,43.70%,5.21%,-7.77%,9.26%
"Accounts Receivables, Net",569.4M,818.2M,860.8M,793.9M,867.4M
"Accounts Receivables, Gross",571.1M,820.4M,863.4M,797.1M,871.3M
Bad Debt/Doubtful Accounts,(1.7M),(2.2M),(2.6M),(3.2M),(3.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,13.94,11.66,12.84,14.09,13.30
Inventories,988.7M,1.55B,1.38B,1.73B,1.94B
Finished Goods,647.8M,1.08B,887.8M,1.24B,1.31B
Work in Progress,91.8M,126.9M,125.2M,125.1M,164.8M
Raw Materials,202.9M,272.9M,291.6M,290.7M,383.2M
Progress Payments & Other,46.2M,66M,73.3M,80.1M,85.8M
Other Current Assets,252.8M,130.1M,93.9M,95M,143.3M
Miscellaneous Current Assets,252.8M,130.1M,93.9M,95M,143.3M
Total Current Assets,1.94B,2.73B,2.89B,2.7B,3.03B
"Net Property, Plant & Equipment",1.59B,2.33B,2.6B,2.8B,2.92B
"Property, Plant & Equipment - Gross",4.01B,4.91B,5.4B,5.81B,6.06B
Buildings,-,-,-,-,-
Land & Improvements,107.1M,141.7M,145.3M,156.5M,173M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",3.82B,4.59B,4.8B,5.17B,5.5B
Accumulated Depreciation,2.42B,2.58B,2.8B,3.02B,3.14B
Total Investments and Advances,776.2M,796.3M,798.7M,841.8M,918.3M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.77B,15.97B,15.75B,15.53B,15.18B
Net Goodwill,4.49B,11.44B,11.44B,11.37B,11.33B
Net Other Intangibles,1.28B,4.54B,4.32B,4.16B,3.85B
Other Assets,314.7M,381.6M,268.5M,323.6M,379.3M
Total Assets,10.39B,22.21B,22.3B,22.2B,22.44B
Total Assets Growth,-,113.81%,0.41%,-0.49%,1.08%
