Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,5.03B,3.46B,3.05B,3.37B,2.33B
Cash & Short Term Investments Growth,-,-31.28%,-11.78%,10.56%,-30.95%
Cash Only,5.01B,3.46B,3.05B,3.37B,2.33B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,17.20%,13.10%,11.88%,12.90%,8.86%
Total Accounts Receivable,2.2B,1.2B,2.38B,2.26B,2.8B
Total Accounts Receivable Growth,-,-45.20%,97.59%,-5.13%,24.24%
"Accounts Receivables, Net",2.2B,1.2B,2.38B,2.26B,2.8B
"Accounts Receivables, Gross",2.2B,1.2B,2.38B,2.26B,2.8B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,9.40,13.76,7.03,7.50,6.70
Inventories,2.94B,3.28B,3.07B,3.62B,3.64B
Finished Goods,1.02B,1.17B,808M,905M,873M
Work in Progress,878M,968M,956M,1.09B,1.16B
Raw Materials,1.05B,1.14B,1.31B,1.62B,1.6B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,469M,535M,551M,514M,684M
Miscellaneous Current Assets,469M,535M,551M,514M,684M
Total Current Assets,10.64B,8.48B,9.05B,9.76B,9.45B
"Net Property, Plant & Equipment",3.1B,2.84B,3.08B,3.41B,3.97B
"Property, Plant & Equipment - Gross",10.19B,10B,10.53B,11.18B,12.27B
Buildings,2B,1.74B,1.84B,1.85B,1.92B
Land & Improvements,-,294M,294M,278M,269M
Computer Software and Equipment,440M,441M,429M,440M,494M
"Other Property, Plant & Equipment",305M,56M,52M,51M,54M
Accumulated Depreciation,7.09B,7.16B,7.45B,7.77B,8.3B
Total Investments and Advances,722M,619M,631M,621M,521M
Other Long-Term Investments,132M,-,-,-,-
Long-Term Note Receivables,1.52B,2.17B,1.24B,965M,875M
Intangible Assets,12.76B,11.79B,11.01B,10.51B,10.25B
Net Goodwill,10.08B,10.08B,10.07B,10.07B,10.04B
Net Other Intangibles,2.68B,1.71B,941M,442M,213M
Other Assets,510M,472M,647M,871M,1.19B
Total Assets,29.24B,26.37B,25.66B,26.13B,26.26B
Total Assets Growth,-,-9.80%,-2.68%,1.83%,0.49%
