Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,217.86M,127.61M,313.53M,543.79M,734.25M
Cash & Short Term Investments Growth,-,-41.42%,145.69%,73.44%,35.02%
Cash Only,217.86M,127.61M,313.53M,543.79M,734.25M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,-,-,-,-,-
Short Term Receivables Growth,-,-,-,-,-
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,-,-,-,3.2M,29.81M
"Net Property, Plant & Equipments",-,-,-,-,-
Other Assets (Including Intangibles),256.36M,755.77M,574.21M,446.05M,345.49M
Other Assets,256.36M,755.77M,574.21M,446.05M,345.49M
Intangible Assets,-,-,-,-,-
Total Assets,18.38B,19.12B,19.2B,19.9B,20.46B
Total Assets Growth,-,4.03%,0.41%,3.66%,2.79%
Return On Average Assets,-,-,-,-,5.62%
