Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.7B,1.93B,3.6B,3.49B,3.58B
Cash & Short Term Investments Growth,-,13.70%,86.35%,-3.30%,2.75%
Cash Only,1.6B,1.93B,3.6B,3.49B,3.58B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.78%,16.75%,26.48%,25.07%,23.99%
Total Accounts Receivable,1.04B,1.09B,1.01B,1.13B,1.22B
Total Accounts Receivable Growth,-,4.83%,-6.72%,11.85%,7.24%
"Accounts Receivables, Net",1.04B,1.09B,1.01B,1.13B,1.22B
"Accounts Receivables, Gross",1.06B,1.11B,1.03B,1.15B,1.23B
Bad Debt/Doubtful Accounts,(24M),(21M),(20M),(17M),(19M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.62,5.76,6.59,6.86,6.65
Inventories,1.39B,1.41B,1.63B,1.92B,2.35B
Finished Goods,744M,701M,805M,888M,1.09B
Work in Progress,481M,511M,594M,696M,825M
Raw Materials,166M,198M,229M,339M,430M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,271M,318M,366M,389M,365M
Miscellaneous Current Assets,271M,318M,366M,389M,365M
Total Current Assets,4.4B,4.75B,6.61B,6.93B,7.51B
"Net Property, Plant & Equipment",1.66B,2.13B,2.39B,2.6B,2.97B
"Property, Plant & Equipment - Gross",3.26B,3.87B,4.35B,4.68B,5.27B
Buildings,929M,983M,1.02B,1.1B,1.2B
Land & Improvements,22M,22M,22M,22M,26M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.6B,1.74B,1.95B,2.07B,2.3B
Total Investments and Advances,10M,25M,22M,33M,31M
Other Long-Term Investments,10M,25M,22M,33M,31M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.57B,4.48B,4.4B,4.16B,4.13B
Net Goodwill,2.52B,2.59B,2.69B,2.68B,2.75B
Net Other Intangibles,2.05B,1.89B,1.71B,1.47B,1.38B
Other Assets,81M,73M,84M,78M,116M
Total Assets,10.78B,11.55B,13.61B,13.9B,14.93B
Total Assets Growth,-,7.13%,17.88%,2.14%,7.37%
