Item,2018,2019,2020,2021,2022
Cash Only,2.98B,2.52B,2.85B,2.33B,4.85B
Cash Growth,-,-15.50%,13.27%,-18.17%,107.89%
Total Investment Assets,81.5B,93B,102.75B,104.72B,90.62B
Investments Growth,-,14.11%,10.48%,1.92%,-13.47%
Total Fixed Income Securities Investment,60.74B,70.78B,79.24B,78.58B,63.65B
Bonds,60.71B,70.78B,79.24B,78.58B,63.65B
Redeemable Preferred Stock,34.7M,-,-,-,-
Total Equity Securities Investment,1.84B,1.88B,2.01B,2.35B,1.71B
Common Stocks,1.7B,1.73B,1.86B,2.21B,1.59B
Non-Redeemable Preferred Stock,147M,149.6M,148.9M,132.9M,114.8M
Real Estate Assets,1.73B,1.71B,1.8B,2.08B,2.24B
"Mortgage, Policy & Other Loans",16.14B,17.28B,18.13B,20.43B,21.41B
Other Investments,1.04B,1.34B,1.57B,1.29B,1.61B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,1.41B,1.74B,1.72B,1.84B,4.28B
Premium Balance Growth,-,23.15%,-0.95%,6.88%,132.48%
"Net Property, Plant & Equipment",767.3M,967.7M,1.02B,1.04B,996.1M
Investment in Unconsolidated Subs.,3.27B,3.35B,3.56B,4.18B,4.47B
Other Assets (Including Intangibles),153.11B,174.51B,184.73B,190.54B,164.99B
Separate & Variable Account Assets,144.99B,165.47B,175.95B,182.35B,155.38B
Deferred Charges,4.38B,4.31B,4.26B,3.98B,4.92B
Tangible Other Assets,1.33B,1.25B,1.08B,990.2M,1.57B
Intangible Assets,2.42B,3.48B,3.43B,3.23B,3.13B
Total Assets,243.04B,276.09B,296.63B,304.66B,270.21B
Assets - Total - 1 Year Growth,-,13.60%,7.44%,2.71%,-11.31%
Return On Average Assets,-,-,-,-,1.67%
