Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,10.66B,12.57B,11.95B,10.14B,7.87B
Cash & Due from Banks Growth,-,17.92%,-4.93%,-15.15%,-22.39%
Investments - Total,734.42B,750.48B,861.64B,1.09T,1.07T
Investments Growth,-,2.19%,14.81%,26.78%,-2.00%
Trading Account Securities,336.16B,355.33B,393.63B,375.92B,301.25B
Federal Funds Sold & Securities Purchased,274.54B,221.76B,250.22B,384.47B,414.16B
Federal Funds Sold,-,-,-,-,-
Securities Bought Under Resale Agreement,274.54B,221.76B,250.22B,384.47B,414.16B
Treasury Securities,-,24.16B,50.58B,52.99B,100.73B
Federal Agency Securities,-,-,-,-,-
State & Municipal Securities,-,-,-,-,-
Mortgage Backed Securities,-,757M,740M,2.93B,1.17B
Other Securities,-,16.57B,16.98B,32.22B,27.96B
Other Investments,123.72B,148.46B,166.47B,259.47B,239.34B
Net Loans,80.59B,108.9B,116.12B,158.56B,179.29B
Gross Loans - Net of Unearned Income,81.66B,110.35B,119.99B,162.14B,184.83B
Commercial & Industrial Loans,37.28B,46.31B,48.66B,99.93B,108.51B
Consumer & Installment Loans,21.76B,34.55B,41.12B,20.41B,24.41B
Real Estate Mortgage Loans,18.73B,24.7B,26.04B,15.91B,23.04B
Lease Financing Loans,-,-,-,-,-
Foreign Loans,-,-,-,-,-
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,3.89B,4.79B,4.17B,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(1.07B),(1.44B),(3.87B),(3.57B),(5.54B)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,35.13%,6.62%,36.56%,13.07%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",17.42B,23.73B,25.11B,20.19B,19.16B
Other Assets (Including Intangibles),85.92B,83.17B,130.39B,178.02B,147.61B
Other Assets,81.84B,78.34B,125.43B,173.32B,139.22B
Intangible Assets,4.08B,4.84B,4.96B,4.7B,8.38B
Interest Receivables,-,-,-,-,-
Total Assets,931.8B,992.97B,1.16T,1.46T,1.44T
Assets - Total Growth,-,6.56%,17.13%,25.88%,-1.52%
Return On Average Assets,-,-,-,-,0.78%
