Item,2019,2020,2021,2022,2023
Cash & Short Term Investments,409.25M,502.33M,1.05B,431.56M,737.88M
Cash & Short Term Investments Growth,-,22.74%,108.24%,-58.74%,70.98%
Cash Only,409.25M,392.33M,1.05B,231.62M,737.88M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.48%,9.21%,18.45%,8.08%,13.74%
Total Accounts Receivable,136.17M,139.34M,193.11M,233.68M,199.42M
Total Accounts Receivable Growth,-,2.33%,38.59%,21.01%,-14.66%
"Accounts Receivables, Net",136.17M,139.34M,193.11M,233.68M,199.42M
"Accounts Receivables, Gross",136.82M,140.7M,193.88M,234.69M,199.42M
Bad Debt/Doubtful Accounts,(651K),(1.36M),(768K),(1.01M),-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,49.33,53.09,31.86,36.93,51.19
Inventories,1.21B,1.29B,1.17B,1.5B,1.6B
Finished Goods,1.21B,1.29B,1.17B,1.5B,1.6B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,155.11M,119.95M,107.4M,116.72M,168.55M
Miscellaneous Current Assets,128.73M,93.96M,100.29M,103.2M,130.25M
Total Current Assets,1.91B,2.06B,2.51B,2.28B,2.71B
"Net Property, Plant & Equipment",1.23B,2.74B,2.5B,2.4B,2.57B
"Property, Plant & Equipment - Gross",2.38B,4.1B,4.07B,4.12B,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,544.62M,596.32M,649.6M,609.73M,-
"Other Property, Plant & Equipment",1.78B,1.88B,1.87B,1.93B,-
Accumulated Depreciation,1.15B,1.36B,1.57B,1.72B,-
Total Investments and Advances,-,-,3.17M,2.67M,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,15.19M,14.26M,13.34M,12.41M,12.18M
Net Goodwill,10.87M,10.87M,10.87M,10.87M,10.87M
Net Other Intangibles,4.32M,3.39M,2.47M,1.54M,1.31M
Other Assets,35.1M,51.21M,58.27M,71.39M,78.39M
Total Assets,3.28B,5.45B,5.67B,5.34B,5.37B
Total Assets Growth,-,66.25%,4.01%,-5.78%,0.51%
