Item,2023,2022,2021,2020,2019
Cash & Short Term Investments,381.58M,344.83M,1.38B,240.32M,235.49M
Cash & Short Term Investments Growth,-,-9.63%,299.21%,-82.54%,-2.01%
Cash Only,381.58M,344.83M,1.38B,240.32M,235.49M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.31%,1.19%,4.84%,0.96%,1.77%
Total Accounts Receivable,135.78M,97.39M,90.76M,76.54M,57.8M
Total Accounts Receivable Growth,-,-28.27%,-6.81%,-15.67%,-24.48%
"Accounts Receivables, Net",-,-,-,-,-
"Accounts Receivables, Gross",-,-,-,-,-
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,278.73,351.36,371.83,362.62,443.31
Inventories,6.76B,5.61B,5.25B,4.68B,4.1B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,302.93M,247.3M,199.41M,184.16M,272.73M
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,7.58B,6.3B,6.91B,5.18B,4.66B
"Net Property, Plant & Equipment",15.91B,14.44B,13.37B,12.07B,2.97B
"Property, Plant & Equipment - Gross",-,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.54B,5.54B,5.54B,5.54B,5.54B
Net Goodwill,-,-,-,-,-
Net Other Intangibles,1.2B,1.2B,1.2B,1.2B,1.2B
Other Assets,57.75M,46.13M,36.62M,34.08M,31.41M
Total Assets,29.08B,29.06B,28.47B,25.07B,13.3B
Total Assets Growth,-,-0.09%,-2.03%,-11.95%,-46.95%
