Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.18B,1.21B,2.94B,819.3M,709.2M
Cash & Short Term Investments Growth,-,2.27%,144.27%,-72.17%,-13.44%
Cash Only,1.18B,1.21B,1.82B,819.3M,709.2M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.13%,6.91%,18.34%,4.98%,4.46%
Total Accounts Receivable,1.2B,890.7M,810.3M,930.2M,1B
Total Accounts Receivable Growth,-,-25.47%,-9.03%,14.80%,7.56%
"Accounts Receivables, Net",1.2B,890.7M,810.3M,930.2M,1B
"Accounts Receivables, Gross",1.25B,917.1M,852.8M,969.9M,1.04B
Bad Debt/Doubtful Accounts,(54.9M),(26.4M),(42.5M),(39.7M),(43.9M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.40,5.12,5.72,5.65,5.82
Inventories,574.5M,416.2M,455.5M,512.7M,536.7M
Finished Goods,219.5M,189.8M,227.9M,215.4M,215.3M
Work in Progress,103.1M,75.2M,75.2M,94M,96.4M
Raw Materials,251.9M,151.2M,152.4M,203.3M,225M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,223.2M,1.18B,237.1M,252.7M,230.6M
Miscellaneous Current Assets,223.2M,1.18B,237.1M,252.7M,230.6M
Total Current Assets,3.17B,3.69B,4.45B,2.51B,2.48B
"Net Property, Plant & Equipment",576.1M,585M,610.7M,571.1M,583.9M
"Property, Plant & Equipment - Gross",1.47B,1.2B,1.29B,1.25B,1.34B
Buildings,343.6M,304.4M,321.6M,312.9M,312.3M
Land & Improvements,63.1M,57.1M,57.1M,54.9M,54.3M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,889.8M,612.7M,674.5M,679M,754.5M
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,263M,-,-,-,40M
Intangible Assets,8.61B,10.81B,10.65B,13.04B,12.54B
Net Goodwill,6.13B,7.24B,7.36B,9.15B,9.05B
Net Other Intangibles,2.48B,3.57B,3.29B,3.89B,3.49B
Other Assets,285.9M,2.35B,344.1M,337.3M,253.8M
Total Assets,12.91B,17.44B,16.05B,16.47B,15.89B
Total Assets Growth,-,35.13%,-7.96%,2.58%,-3.49%
