Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.44B,2.12B,1.8B,2.35B,3.24B
Cash & Short Term Investments Growth,-,47.22%,-14.93%,30.36%,37.93%
Cash Only,1.16B,1.83B,1.51B,2.06B,2.95B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,54.36%,61.79%,50.27%,47.21%,55.05%
Total Accounts Receivable,307.6M,308.81M,481.99M,616.3M,644.88M
Total Accounts Receivable Growth,-,0.39%,56.08%,27.86%,4.64%
"Accounts Receivables, Net",307.6M,308.81M,481.99M,616.3M,644.88M
"Accounts Receivables, Gross",307.6M,308.81M,481.99M,616.3M,644.88M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,6.12,6.99,5.53,4.85,5.26
Inventories,6.97M,11.4M,16.43M,27.9M,42M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,79.37M,43.73M,60.1M,126.28M,167.01M
Miscellaneous Current Assets,79.37M,43.73M,60.1M,126.28M,167.01M
Total Current Assets,1.83B,2.48B,2.36B,3.12B,4.09B
"Net Property, Plant & Equipment",319.75M,406.63M,588.08M,751.47M,765.61M
"Property, Plant & Equipment - Gross",422.98M,528.5M,732.45M,927.19M,978.42M
Buildings,213.2M,208.29M,238.04M,434.32M,564.17M
Land & Improvements,10.12M,10.2M,10.67M,10.49M,10.43M
Computer Software and Equipment,55.44M,59.07M,66.64M,79.87M,92.12M
"Other Property, Plant & Equipment",16.96M,15.3M,17.88M,22.55M,22.73M
Accumulated Depreciation,103.23M,121.87M,144.37M,175.72M,212.81M
Total Investments and Advances,100.21M,134.68M,224.06M,222.99M,135.37M
Other Long-Term Investments,100.21M,134.68M,224.06M,222.99M,135.37M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,370.96M,349.42M,327.88M,306.35M,284.81M
Net Goodwill,155.59M,155.59M,155.59M,155.59M,155.59M
Net Other Intangibles,215.36M,193.83M,172.29M,150.76M,129.22M
Other Assets,22.6M,54.54M,58.95M,66.34M,104.4M
Total Assets,2.65B,3.43B,3.58B,4.97B,5.88B
Total Assets Growth,-,29.52%,4.58%,38.79%,18.29%
