Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.13B,1.25B,2.63B,1.83B,1.09B
Cash & Short Term Investments Growth,-,10.39%,110.33%,-30.34%,-40.30%
Cash Only,1.13B,1.25B,2.63B,1.83B,1.09B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,11.14%,11.68%,21.57%,13.73%,7.40%
Total Accounts Receivable,194.41M,132.07M,200.55M,242.22M,217.33M
Total Accounts Receivable Growth,-,-32.07%,51.86%,20.78%,-10.28%
"Accounts Receivables, Net",13.85M,-,-,-,-
"Accounts Receivables, Gross",13.85M,-,-,-,-
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,180.56M,-,-,-,-
Accounts Receivable Turnover,52.41,77.33,55.03,57.50,74.68
Inventories,7.51B,8B,8.04B,9.48B,11.85B
Finished Goods,-,-,-,-,-
Work in Progress,6.76B,7.25B,7.22B,8.32B,10.57B
Raw Materials,-,-,-,-,-
Progress Payments & Other,749.39M,757.94M,817.57M,1.17B,1.27B
Other Current Assets,131.52M,123.22M,128.47M,159.68M,223.52M
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,8.97B,9.51B,11B,11.72B,13.38B
"Net Property, Plant & Equipment",92.94M,181.74M,203.02M,223.47M,273.75M
"Property, Plant & Equipment - Gross",302.24M,400.64M,431.82M,451.97M,516.05M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",302.24M,330.61M,360.54M,377.65M,442.56M
Accumulated Depreciation,209.3M,218.9M,228.8M,228.5M,242.3M
Total Investments and Advances,525.85M,578.26M,617.39M,1.06B,839.75M
Other Long-Term Investments,471.26M,518.5M,581.83M,956.86M,692.99M
Long-Term Note Receivables,152.99M,118.37M,69.49M,57.49M,43.75M
Intangible Assets,127.19M,124.99M,163.43M,146.92M,135.81M
Net Goodwill,40.39M,40.39M,68.93M,68.92M,68.91M
Net Other Intangibles,86.8M,84.6M,94.5M,78M,66.9M
Other Assets,30.03M,31.33M,13.03M,13.46M,38.69M
Total Assets,10.17B,10.72B,12.21B,13.35B,14.8B
Total Assets Growth,-,5.33%,13.90%,9.40%,10.81%
