Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.25B,1.23B,1.43B,2.02B,953.2M
Cash & Short Term Investments Growth,-,-1.30%,16.26%,40.53%,-52.71%
Cash Only,1.24B,969.2M,1.43B,2.01B,789.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,18.72%,17.94%,18.10%,24.05%,13.12%
Total Accounts Receivable,339.9M,353.9M,239.3M,454.8M,469.5M
Total Accounts Receivable Growth,-,4.12%,-32.38%,90.05%,3.23%
"Accounts Receivables, Net",314.1M,298.1M,193.3M,200.2M,252.3M
"Accounts Receivables, Gross",315.6M,302.5M,209.2M,204.4M,256M
Bad Debt/Doubtful Accounts,(1.5M),(4.4M),(15.9M),(4.2M),(3.7M)
Other Receivable,25.8M,55.8M,46M,254.6M,217.2M
Accounts Receivable Turnover,17.30,17.03,20.73,12.63,14.24
Inventories,673.8M,778.3M,736.9M,734.8M,994.2M
Finished Goods,673.8M,778.3M,736.9M,734.8M,994.2M
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,168.9M,190.8M,142.5M,169.9M,156.9M
Miscellaneous Current Assets,86.3M,91M,85M,76.1M,51.7M
Total Current Assets,2.43B,2.56B,2.55B,3.38B,2.57B
"Net Property, Plant & Equipment",885.4M,938.8M,2.53B,2.17B,1.83B
"Property, Plant & Equipment - Gross",1.84B,2.14B,3.66B,3.32B,3.01B
Buildings,19M,21.8M,21.8M,8M,8M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,409.1M,541.8M,592.5M,601.6M,584.7M
"Other Property, Plant & Equipment",1.21B,1.42B,1.2B,1.12B,1.05B
Accumulated Depreciation,954.4M,1.2B,1.13B,1.14B,1.19B
Total Investments and Advances,-,100K,100K,-,-
Other Long-Term Investments,-,100K,100K,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.22B,3.23B,2.68B,2.67B,2.61B
Net Goodwill,1.48B,1.52B,1.3B,1.3B,1.24B
Net Other Intangibles,1.73B,1.71B,1.38B,1.37B,1.37B
Other Assets,118.8M,134.1M,102.4M,96.1M,209.5M
Total Assets,6.68B,6.88B,7.92B,8.38B,7.27B
Total Assets Growth,-,2.98%,15.22%,5.78%,-13.33%
