Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,10.69B,6.2B,5.99B,6.01B,18.53B
Cash & Short Term Investments Growth,-,-41.97%,-3.37%,0.27%,208.44%
Cash Only,9.68B,6.14B,5.96B,5.97B,18.31B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.21%,2.61%,2.50%,2.51%,7.19%
Total Accounts Receivable,15.05B,13.33B,11.47B,18.42B,20.46B
Total Accounts Receivable Growth,-,-11.46%,-13.91%,60.57%,11.06%
"Accounts Receivables, Net",14.77B,13.31B,11.4B,18.17B,20.28B
"Accounts Receivables, Gross",15.64B,14.06B,11.68B,18.47B,20.74B
Bad Debt/Doubtful Accounts,(869M),(746M),(284M),(303M),(457M)
Other Receivable,279M,11M,73M,251M,175M
Accounts Receivable Turnover,10.55,10.52,8.23,8.49,11.55
Inventories,5.7B,5.85B,5.68B,6.31B,8.25B
Finished Goods,3.87B,4.21B,4.03B,4.81B,6.38B
Work in Progress,-,-,-,-,-
Raw Materials,1.83B,1.63B,1.64B,1.49B,1.87B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.58B,2.96B,2.94B,3.01B,3.11B
Miscellaneous Current Assets,2.58B,2.96B,2.94B,3.01B,3.11B
Total Current Assets,34.02B,28.33B,26.08B,33.74B,50.34B
"Net Property, Plant & Equipment",169.21B,154.57B,160.57B,150.63B,147.85B
"Property, Plant & Equipment - Gross",340.24B,330.8B,349.18B,339.71B,332.05B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,171.04B,176.23B,188.61B,189.08B,184.19B
Total Investments and Advances,36.35B,39.46B,39.83B,41.58B,46.06B
Other Long-Term Investments,802M,773M,777M,884M,822M
Long-Term Note Receivables,1.94B,1.51B,589M,603M,1.07B
Intangible Assets,4.52B,4.46B,4.4B,4.39B,4.72B
Net Goodwill,4.52B,4.46B,4.4B,4.39B,4.72B
Net Other Intangibles,-,-,-,-,-
Other Assets,3.43B,4.92B,3.04B,2.94B,3.16B
Total Assets,253.86B,237.43B,239.79B,239.54B,257.71B
Total Assets Growth,-,-6.47%,0.99%,-0.11%,7.59%
