Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,331.76M,523.02M,312.15M,274.13M,278M
Cash & Short Term Investments Growth,-,57.65%,-40.32%,-12.18%,1.41%
Cash Only,331.76M,523.02M,312.15M,274.13M,278M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.91%,4.09%,2.53%,2.17%,2.31%
Total Accounts Receivable,1.15B,1.13B,1.07B,1.07B,998M
Total Accounts Receivable Growth,-,-1.99%,-5.10%,-0.06%,-6.97%
"Accounts Receivables, Net",1.15B,1.13B,1.07B,1.07B,998M
"Accounts Receivables, Gross",1.21B,1.18B,1.14B,1.13B,1.05B
Bad Debt/Doubtful Accounts,(57.21M),(52.69M),(69.93M),(53.49M),(54M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,10.29,11.06,10.83,12.20,12.82
Inventories,2.84B,2.77B,2.41B,2.61B,2.75B
Finished Goods,2.84B,2.77B,2.41B,2.61B,2.75B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,199.03M,260.89M,233.88M,296.95M,230M
Miscellaneous Current Assets,199.03M,260.89M,233.88M,296.95M,230M
Total Current Assets,4.52B,4.69B,4.03B,4.25B,4.26B
"Net Property, Plant & Equipment",1.22B,2.54B,2.6B,2.66B,2.46B
"Property, Plant & Equipment - Gross",1.91B,3.35B,3.5B,3.65B,3.51B
Buildings,378.49M,384.92M,415.81M,415.47M,409M
Land & Improvements,178M,194.44M,200.96M,204.31M,217M
Computer Software and Equipment,143.55M,153.9M,121.86M,114.57M,124M
"Other Property, Plant & Equipment",337.61M,348.14M,371.65M,407.74M,459M
Accumulated Depreciation,685.75M,807.68M,895.15M,987.48M,1.05B
Total Investments and Advances,207.29M,148.05M,155.22M,180.71M,141M
Other Long-Term Investments,28.13M,8.81M,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,5.31B,5.26B,5.41B,5.29B,4.97B
Net Goodwill,4.38B,4.41B,4.59B,4.54B,4.32B
Net Other Intangibles,928.75M,850.34M,814.22M,746.15M,653M
Other Assets,131.41M,134.18M,146.7M,193.03M,179M
Total Assets,11.39B,12.78B,12.36B,12.61B,12.04B
Total Assets Growth,-,12.17%,-3.28%,1.99%,-4.51%
