Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,292.7M,358.7M,480.4M,397.9M,288M
Cash & Short Term Investments Growth,-,22.55%,33.93%,-17.17%,-27.62%
Cash Only,290.6M,358.7M,480.4M,397.9M,288M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,10.42%,12.09%,15.65%,13.04%,7.22%
Total Accounts Receivable,340.3M,344M,347.6M,312.4M,403.9M
Total Accounts Receivable Growth,-,1.09%,1.05%,-10.13%,29.29%
"Accounts Receivables, Net",324.9M,329.8M,321.8M,283.3M,395.6M
"Accounts Receivables, Gross",328.2M,335.4M,328M,283.3M,395.6M
Bad Debt/Doubtful Accounts,(3.3M),(5.6M),(6.2M),-,-
Other Receivable,15.4M,14.2M,25.8M,29.1M,8.3M
Accounts Receivable Turnover,8.03,8.30,7.82,9.18,8.10
Inventories,280.3M,269.9M,283.1M,380.4M,479M
Finished Goods,128.7M,120M,126.8M,193.8M,225.1M
Work in Progress,34.4M,33.1M,42.3M,42.2M,41.7M
Raw Materials,117.2M,116.8M,114M,144.4M,212.2M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,18.3M,29.2M,33.9M,26.9M,43.7M
Miscellaneous Current Assets,18.3M,29.2M,33.9M,26.9M,43.7M
Total Current Assets,931.6M,1B,1.15B,1.12B,1.21B
"Net Property, Plant & Equipment",276.7M,372.8M,386.9M,373.6M,406.8M
"Property, Plant & Equipment - Gross",748.8M,867.4M,922.1M,917.6M,973.7M
Buildings,148.4M,154.8M,179.8M,177M,173.2M
Land & Improvements,15.6M,16.6M,17.2M,16.5M,18.3M
Computer Software and Equipment,146M,155M,157.7M,152.6M,160.2M
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,472.1M,494.6M,535.2M,544M,566.9M
Total Investments and Advances,5.7M,-,-,-,-
Other Long-Term Investments,5.7M,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.43B,1.38B,1.31B,1.25B,2.02B
Net Goodwill,883M,873.3M,819M,803.8M,1.41B
Net Other Intangibles,547.1M,510.9M,487.1M,447.5M,608.9M
Other Assets,81.5M,95.9M,104.7M,154M,120.2M
Total Assets,2.81B,2.97B,3.07B,3.05B,3.99B
Total Assets Growth,-,5.59%,3.44%,-0.60%,30.82%
