Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,196.79M,239.39M,232.52M,246.3M,241.1M
Cash & Short Term Investments Growth,-,21.64%,-2.87%,5.93%,-2.11%
Cash Only,195.91M,238.45M,231.5M,245.24M,240.1M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.10%,5.10%,4.23%,3.51%,3.17%
Total Accounts Receivable,472.25M,514.03M,617.74M,650.38M,752.39M
Total Accounts Receivable Growth,-,8.85%,20.18%,5.28%,15.68%
"Accounts Receivables, Net",472.25M,514.03M,617.74M,642.88M,752.39M
"Accounts Receivables, Gross",475.35M,517.7M,624.44M,650.06M,763.67M
Bad Debt/Doubtful Accounts,(3.1M),(3.66M),(6.7M),(7.18M),(11.28M)
Other Receivable,-,-,-,7.5M,-
Accounts Receivable Turnover,4.80,5.10,4.73,5.44,5.28
Inventories,127.89M,160.66M,185.7M,199.15M,255.81M
Finished Goods,83.78M,100.2M,120.62M,125.76M,168.55M
Work in Progress,21.73M,35.85M,36.76M,40.27M,48.37M
Raw Materials,22.38M,24.61M,28.32M,33.12M,38.89M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,100.9M,107.25M,165.17M,178.27M,189.73M
Miscellaneous Current Assets,300K,300K,-,-,11.79M
Total Current Assets,897.84M,1.02B,1.2B,1.27B,1.44B
"Net Property, Plant & Equipment",932.88M,1.18B,1.3B,1.58B,1.86B
"Property, Plant & Equipment - Gross",1.81B,2.16B,2.39B,2.69B,3.02B
Buildings,938.18M,1.01B,1.06B,987.54M,963.72M
Land & Improvements,52.27M,63.08M,61.03M,59.49M,58.19M
Computer Software and Equipment,166.4M,179.87M,193.62M,210.58M,227.8M
"Other Property, Plant & Equipment",86.55M,112.93M,136.46M,164.05M,321.59M
Accumulated Depreciation,874.14M,977.57M,1.09B,1.1B,1.16B
Total Investments and Advances,90M,124.58M,223.43M,202.43M,312.71M
Other Long-Term Investments,1.41M,15.6M,26.33M,52.79M,183.7M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.86B,2.23B,2.6B,3.77B,3.81B
Net Goodwill,1.25B,1.54B,1.81B,2.71B,2.85B
Net Other Intangibles,610.89M,689.41M,787.6M,1.06B,955.28M
Other Assets,53.76M,88.04M,129.2M,150.46M,147.17M
Total Assets,3.86B,4.69B,5.49B,7.02B,7.6B
Total Assets Growth,-,21.70%,17.01%,27.93%,8.24%
