Item,2018,2019,2020,2021,2022
Cash Only,817.6M,1.02B,2.37B,1.57B,1.45B
Cash Growth,-,25.21%,131.74%,-33.87%,-7.62%
Total Investment Assets,17.72B,18.47B,18.48B,22.17B,22.86B
Investments Growth,-,4.24%,0.04%,19.97%,3.10%
Total Fixed Income Securities Investment,13.61B,14.18B,14.16B,16.6B,17.59B
Bonds,13.61B,14.18B,14.16B,16.6B,17.59B
Redeemable Preferred Stock,-,-,-,-,-
Total Equity Securities Investment,279.01M,480.62M,625.67M,941.24M,1.19B
Common Stocks,98.19M,166.81M,350.18M,665.76M,982.75M
Non-Redeemable Preferred Stock,180.81M,313.82M,275.49M,275.49M,203.14M
Real Estate Assets,1.96B,2.11B,1.96B,1.85B,1.34B
"Mortgage, Policy & Other Loans",94.81M,91.8M,84.91M,115.17M,193M
Other Investments,1.79B,1.61B,1.65B,2.66B,2.55B
Yield On Investment,-,-,-,-,-
Premium Balance Receivables,2.15B,2.42B,2.69B,2.52B,3.01B
Premium Balance Growth,-,12.33%,11.23%,-6.30%,19.43%
"Net Property, Plant & Equipment",416.37M,615.4M,570.41M,592.06M,592.5M
Investment in Unconsolidated Subs.,-,-,-,-,-
Other Assets (Including Intangibles),1.32B,1.42B,1.39B,1.57B,1.72B
Separate & Variable Account Assets,-,-,-,-,-
Deferred Charges,497.63M,517.36M,556.17M,676.15M,763.49M
Tangible Other Assets,542.6M,632.63M,569.1M,642.56M,670.66M
Intangible Assets,277.04M,268.65M,262.65M,254.65M,287.51M
Total Assets,22.8B,23.96B,25.53B,28.49B,29.98B
Assets - Total - 1 Year Growth,-,5.10%,6.57%,11.56%,5.23%
Return On Average Assets,-,-,-,-,4.72%
