Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.39B,4.44B,7.71B,8.75B,5.51B
Cash & Short Term Investments Growth,-,1.00%,73.66%,13.47%,-37.02%
Cash Only,3.9B,3.86B,7.07B,8.02B,4.77B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.27%,6.08%,10.26%,10.40%,6.12%
Total Accounts Receivable,6.76B,6.76B,5.42B,23.08B,28.16B
Total Accounts Receivable Growth,-,0.02%,-19.83%,325.71%,22.00%
"Accounts Receivables, Net",5B,5.23B,4.17B,4.21B,6.41B
"Accounts Receivables, Gross",5.07B,5.3B,4.21B,4.25B,6.45B
Bad Debt/Doubtful Accounts,(70M),(72M),(39M),(41M),(36M)
Other Receivable,1.76B,1.53B,1.25B,18.87B,21.75B
Accounts Receivable Turnover,5.52,5.80,6.55,1.90,1.86
Inventories,6.15B,5.98B,5B,6.78B,8.5B
Finished Goods,4.78B,4.61B,4.01B,4.37B,5.36B
Work in Progress,776M,747M,648M,994M,1.19B
Raw Materials,2.23B,2.29B,2B,3.52B,4.44B
Progress Payments & Other,(1.64B),(1.67B),(1.65B),(2.11B),(2.5B)
Other Current Assets,-,-,-,-,-
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,17.3B,17.18B,18.13B,38.61B,42.16B
"Net Property, Plant & Equipment",13.03B,13.54B,13.44B,13.1B,12.98B
"Property, Plant & Equipment - Gross",21.71B,22.82B,23.26B,23.4B,23.12B
Buildings,3.92B,4.05B,4.18B,4.35B,4.39B
Land & Improvements,287M,278M,286M,297M,274M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",2.58B,2.57B,2.71B,2.75B,2.76B
Accumulated Depreciation,8.68B,9.28B,9.82B,10.3B,10.14B
Total Investments and Advances,207.3M,215M,299M,283M,657M
Other Long-Term Investments,-,-,106M,108M,540M
Long-Term Note Receivables,31.18B,33.58B,34.45B,21.35B,23.31B
Intangible Assets,4.96B,4.58B,4.68B,4.85B,5.28B
Net Goodwill,3.1B,2.92B,3.08B,3.29B,3.69B
Net Other Intangibles,1.86B,1.66B,1.6B,1.56B,1.59B
Other Assets,2.61B,2.46B,2.6B,4.89B,4.82B
Total Assets,70.11B,73.01B,75.09B,84.11B,90.03B
Total Assets Growth,-,4.14%,2.85%,12.02%,7.03%
