Item,2022,2021,2020,2019,2018
Cash & Short Term Investments,4.79B,2.93B,2.92B,1.46B,1.57B
Cash & Short Term Investments Growth,-,-38.79%,-0.55%,-50.03%,7.93%
Cash Only,4.79B,2.93B,2.92B,1.46B,1.57B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.62%,8.83%,9.75%,4.97%,5.51%
Total Accounts Receivable,1.61B,1.3B,938.08M,906.88M,1.04B
Total Accounts Receivable Growth,-,-19.66%,-27.66%,-3.33%,14.88%
"Accounts Receivables, Net",-,-,-,-,-
"Accounts Receivables, Gross",-,-,-,-,-
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,20.88,20.93,23.95,24.54,19.74
Inventories,21.86B,19.17B,17.18B,18.09B,17.35B
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,23.05M,21.93M,15.21M,10.67M,22.27M
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,28.29B,23.42B,21.05B,20.47B,19.98B
"Net Property, Plant & Equipment",505.06M,495.52M,524.91M,281.56M,345.49M
"Property, Plant & Equipment - Gross",-,-,-,-,-
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,-,-,-,-,-
Total Investments and Advances,2.75B,3.22B,2.42B,2.3B,2.03B
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.63B,3.63B,3.63B,3.66B,3.68B
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,2.8B,2.44B,2.31B,2.66B,1.99B
Total Assets,37.98B,33.21B,29.94B,29.36B,28.57B
Total Assets Growth,-,-12.57%,-9.85%,-1.92%,-2.70%
