Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,31.44M,93.63M,213.35M,50.99M,48.79M
Cash & Short Term Investments Growth,-,197.80%,127.86%,-76.10%,-4.32%
Cash Only,31.44M,93.63M,213.35M,50.99M,48.79M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,1.53%,4.23%,8.60%,2.14%,1.95%
Total Accounts Receivable,333.01M,349.34M,343.61M,359.69M,386.34M
Total Accounts Receivable Growth,-,4.91%,-1.64%,4.68%,7.41%
"Accounts Receivables, Net",311.33M,331.53M,322.55M,329.45M,372.52M
"Accounts Receivables, Gross",311.33M,331.53M,322.55M,329.45M,380.14M
Bad Debt/Doubtful Accounts,-,-,-,-,(7.62M)
Other Receivable,21.67M,17.82M,21.05M,30.24M,13.82M
Accounts Receivable Turnover,4.42,4.44,4.94,4.89,5.03
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,83.31M,91.38M,73.92M,86.84M,121.29M
Miscellaneous Current Assets,83.31M,91.38M,73.92M,86.84M,121.29M
Total Current Assets,447.75M,534.35M,630.87M,497.52M,556.42M
"Net Property, Plant & Equipment",285.55M,272.47M,337.38M,308.46M,258.58M
"Property, Plant & Equipment - Gross",649.7M,660.96M,741.77M,743.63M,713.46M
Buildings,143.92M,147.22M,146.19M,149.04M,129.31M
Land & Improvements,50.23M,48.45M,46.65M,46.67M,40.35M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",376.92M,413.58M,444.52M,446.91M,452.56M
Accumulated Depreciation,364.15M,388.48M,404.39M,435.17M,454.88M
Total Investments and Advances,5M,5M,6M,13.25M,18.25M
Other Long-Term Investments,5M,5M,6M,13.25M,18.25M
Long-Term Note Receivables,35.63M,50.64M,54.29M,52.92M,68.26M
Intangible Assets,1.09B,1.12B,1.15B,1.16B,1.19B
Net Goodwill,649.93M,666.94M,686.33M,687.46M,687.46M
Net Other Intangibles,441.67M,451.14M,465.49M,476.07M,505.6M
Other Assets,167.53M,204.29M,248.11M,300.48M,361M
Total Assets,2.05B,2.22B,2.48B,2.39B,2.5B
Total Assets Growth,-,8.13%,11.92%,-3.70%,4.88%
