Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,731.93M,1.16B,2.81B,2.64B,2.57B
Cash & Short Term Investments Growth,-,58.56%,142.09%,-6.15%,-2.37%
Cash Only,731.93M,1.16B,2.81B,2.64B,2.57B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,23.12%,30.46%,48.63%,45.19%,45.47%
Total Accounts Receivable,18.64M,18.28M,18.3M,18.55M,20.84M
Total Accounts Receivable Growth,-,-1.95%,0.11%,1.38%,12.34%
"Accounts Receivables, Net",18.64M,18.28M,18.3M,18.55M,20.84M
"Accounts Receivables, Gross",18.64M,18.28M,18.3M,18.55M,20.84M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,377.26,397.21,402.58,471.26,496.50
Inventories,1.25B,1.35B,1.71B,1.95B,1.79B
Finished Goods,1.19B,1.26B,1.61B,1.91B,1.74B
Work in Progress,38.86M,69.2M,62.79M,12.15M,27.1M
Raw Materials,21.72M,18.32M,38.16M,29.92M,24.27M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,-,-,-,-,-
Miscellaneous Current Assets,-,-,-,-,-
Total Current Assets,2B,2.53B,4.54B,4.6B,4.38B
"Net Property, Plant & Equipment",48.74M,135.26M,127.88M,129.41M,148.6M
"Property, Plant & Equipment - Gross",147.77M,240.7M,245.79M,258.03M,289.61M
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",147.77M,163.53M,180.24M,189.26M,202.52M
Accumulated Depreciation,99.03M,105.45M,117.91M,128.62M,141.01M
Total Investments and Advances,488.04M,526.46M,484.12M,336.65M,355.31M
Other Long-Term Investments,458.32M,499.76M,460.52M,316.35M,328.11M
Long-Term Note Receivables,-,14.6M,22.5M,25.2M,15.3M
Intangible Assets,49.99M,49.37M,48.93M,48.93M,48.93M
Net Goodwill,441K,441K,-,7.35M,7.35M
Net Other Intangibles,49.55M,48.93M,48.93M,41.58M,41.58M
Other Assets,463.14M,442.31M,423.84M,558.76M,565.87M
Total Assets,3.17B,3.81B,5.78B,5.83B,5.66B
Total Assets Growth,-,20.34%,51.64%,0.99%,-2.97%
