Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,11.23B,9.85B,10.95B,10.82B,10.57B
Cash & Short Term Investments Growth,-,-12.28%,11.17%,-1.20%,-2.26%
Cash Only,3.67B,4.39B,4.14B,3.59B,3.71B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.28%,10.98%,12.07%,11.62%,11.62%
Total Accounts Receivable,5.99B,6.22B,4.65B,5.46B,5.55B
Total Accounts Receivable Growth,-,3.93%,-25.35%,17.59%,1.63%
"Accounts Receivables, Net",5.99B,6.22B,4.65B,5.46B,5.55B
"Accounts Receivables, Gross",6.18B,6.41B,4.85B,5.7B,5.78B
Bad Debt/Doubtful Accounts,(193M),(190M),(208M),(241M),(230M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.00,4.91,6.22,5.51,5.71
Inventories,3.58B,3.75B,4.23B,4.31B,4.62B
Finished Goods,2.41B,2.48B,2.87B,2.91B,3.07B
Work in Progress,496M,572M,608M,611M,682M
Raw Materials,676M,705M,747M,796M,864M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.19B,2.14B,2.21B,1.96B,2.32B
Miscellaneous Current Assets,2.19B,2.14B,2.21B,1.96B,2.32B
Total Current Assets,22.98B,21.97B,22.03B,22.55B,23.06B
"Net Property, Plant & Equipment",4.6B,4.68B,5.76B,6.22B,6.27B
"Property, Plant & Equipment - Gross",10.26B,10.92B,12.57B,13.7B,14.22B
Buildings,2.27B,2.27B,2.28B,2.37B,2.35B
Land & Improvements,187M,181M,175M,178M,170M
Computer Software and Equipment,1.58B,1.84B,2.13B,2.35B,2.62B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,5.66B,6.25B,6.82B,7.48B,7.95B
Total Investments and Advances,44M,44M,480M,709M,1.05B
Other Long-Term Investments,44M,44M,480M,709M,1.05B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,61.27B,60.52B,58.9B,59.7B,56.1B
Net Goodwill,39.54B,39.96B,39.84B,41.96B,40.5B
Net Other Intangibles,21.72B,20.56B,19.06B,17.74B,15.6B
Other Assets,1.03B,970M,687M,737M,1.11B
Total Assets,91.39B,89.69B,90.69B,93.08B,90.98B
Total Assets Growth,-,-1.86%,1.11%,2.64%,-2.26%
