Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,135.22M,89.82M,108.5M,142.7M,141.77M
Cash & Short Term Investments Growth,-,-33.58%,20.80%,31.52%,-0.65%
Cash Only,135.22M,89.82M,108.5M,142.7M,141.77M
Total Short-Term Investments,-,-,-,-,-
Short-Term Receivables,299.62M,305.5M,603.11M,1.22B,1.57B
Short Term Receivables Growth,-,1.96%,97.42%,102.14%,28.86%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,20.12M,2.4M,15.15M,8.79M,8.92M
"Net Property, Plant & Equipments",-,628.68M,1.39B,1.41B,1.35B
Other Assets (Including Intangibles),8.23B,6.52B,12.23B,11.02B,12.65B
Other Assets,619.85M,890.84M,734.26M,578.4M,591.53M
Intangible Assets,7.61B,5.63B,11.5B,10.45B,12.05B
Total Assets,23.77B,23.07B,36.08B,36.37B,41.48B
Total Assets Growth,-,-2.94%,56.39%,0.81%,14.07%
Return On Average Assets,-,-,-,-,0.97%
