Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,44.89M,21M,304.4M,258.9M,1.06B
Cash & Short Term Investments Growth,-,-53.22%,"1,349.52%",-14.95%,310.74%
Cash Only,44.89M,21M,304.4M,258.9M,358.8M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.46%,0.20%,2.80%,1.76%,6.95%
Total Accounts Receivable,523.28M,573.7M,575.1M,774M,785.9M
Total Accounts Receivable Growth,-,9.64%,0.24%,34.59%,1.54%
"Accounts Receivables, Net",510.74M,573.7M,575.1M,774M,770M
"Accounts Receivables, Gross",514.09M,578.4M,755.4M,988.3M,781M
Bad Debt/Doubtful Accounts,(3.35M),(4.7M),(180.3M),(214.3M),(11M)
Other Receivable,12.54M,-,-,-,15.9M
Accounts Receivable Turnover,8.11,8.26,8.22,6.99,7.84
Inventories,663.04M,690.8M,709M,752.6M,873.7M
Finished Goods,615.72M,643.6M,667M,713.3M,932.4M
Work in Progress,-,41.9M,37.1M,30.1M,24.8M
Raw Materials,206.49M,173.9M,185.2M,223.5M,224.8M
Progress Payments & Other,(159.17M),(168.6M),(180.3M),(214.3M),(308.3M)
Other Current Assets,134.61M,141.2M,79.8M,240.1M,153.9M
Miscellaneous Current Assets,134.61M,141.2M,79.8M,240.1M,153.9M
Total Current Assets,1.37B,1.43B,1.67B,2.03B,2.88B
"Net Property, Plant & Equipment",5.16B,5.69B,5.7B,6.76B,6.7B
"Property, Plant & Equipment - Gross",8.29B,9.12B,9.41B,10.8B,11.04B
Buildings,162.1M,163.4M,164.2M,169.6M,164.1M
Land & Improvements,1.09B,1.14B,1.23B,1.53B,1.52B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",2.51B,2.51B,2.53B,2.92B,2.92B
Accumulated Depreciation,3.14B,3.43B,3.71B,4.03B,4.34B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,2.9B,2.88B,2.92B,4.56B,4.5B
Net Goodwill,2.4B,2.4B,2.41B,3.49B,3.65B
Net Other Intangibles,501.28M,486.8M,508M,1.07B,847.8M
Other Assets,127.97M,133.4M,295.2M,1.04B,919.2M
Total Assets,9.72B,10.42B,10.88B,14.74B,15.3B
Total Assets Growth,-,7.25%,4.44%,35.42%,3.83%
