Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.66B,4.31B,5.6B,5.32B,4.34B
Cash & Short Term Investments Growth,-,17.81%,29.96%,-5.07%,-18.32%
Cash Only,3.65B,4.31B,5.6B,5.32B,4.28B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.86%,16.09%,20.26%,18.71%,16.08%
Total Accounts Receivable,8.83B,9.09B,8.91B,9.67B,9.35B
Total Accounts Receivable Growth,-,2.93%,-1.89%,8.51%,-3.33%
"Accounts Receivables, Net",8.83B,9.09B,8.91B,9.67B,9.35B
"Accounts Receivables, Gross",8.85B,9.11B,8.95B,9.7B,9.38B
Bad Debt/Doubtful Accounts,(26.8M),(21.5M),(30.4M),(21.7M),(24.7M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,1.73,1.65,1.48,1.48,1.53
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.24B,1.19B,1.08B,919.2M,918.8M
Miscellaneous Current Assets,1.24B,1.19B,1.08B,919.2M,918.8M
Total Current Assets,13.73B,14.58B,15.59B,15.91B,14.61B
"Net Property, Plant & Equipment",694.4M,2.06B,1.81B,2.2B,2.07B
"Property, Plant & Equipment - Gross",1.88B,3.2B,2.97B,3.36B,3.23B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,1.68B
Accumulated Depreciation,1.19B,1.14B,1.16B,1.17B,1.17B
Total Investments and Advances,134.2M,117.4M,95.8M,83.9M,72.7M
Other Long-Term Investments,1.5M,1.6M,1.6M,1.1M,900K
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.77B,9.78B,9.91B,10.04B,10.05B
Net Goodwill,9.38B,9.44B,9.61B,9.74B,9.73B
Net Other Intangibles,382.8M,338.2M,298.5M,298M,313.4M
Other Assets,294.4M,240.9M,244.5M,196.8M,204M
Total Assets,24.62B,26.78B,27.65B,28.42B,27B
Total Assets Growth,-,8.80%,3.23%,2.80%,-4.99%
