Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,6.8B,7.96B,8.14B,8.63B,9.33B
Cash & Short Term Investments Growth,-,16.95%,2.35%,6.03%,8.09%
Cash Only,6.51B,7.15B,7.62B,7.76B,8.26B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,15.68%,16.27%,15.17%,14.67%,14.08%
Total Accounts Receivable,5.48B,3.2B,3.91B,5.31B,5.13B
Total Accounts Receivable Growth,-,-41.68%,22.44%,35.76%,-3.41%
"Accounts Receivables, Net",5.06B,2.78B,3.49B,4.92B,4.77B
"Accounts Receivables, Gross",5.06B,2.78B,3.49B,4.92B,4.77B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,422M,417M,418M,391M,365M
Accounts Receivable Turnover,5.55,7.33,5.48,5.22,6.00
Inventories,3.6B,5.12B,5.61B,4.49B,6.66B
Finished Goods,815M,757M,1B,513M,1.03B
Work in Progress,2.36B,3.83B,3.85B,3.47B,4.83B
Raw Materials,423M,536M,752M,505M,805M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,164M,235M,304M,1.48B,657M
Miscellaneous Current Assets,164M,235M,304M,1.48B,657M
Total Current Assets,16.04B,16.5B,17.97B,19.91B,21.78B
"Net Property, Plant & Equipment",23.67B,28.24B,31.62B,33.76B,39.23B
"Property, Plant & Equipment - Gross",49.09B,57.82B,65.92B,70.01B,82.01B
Buildings,8.2B,10.4B,13.98B,14.78B,16.68B
Land & Improvements,345M,352M,352M,280M,280M
Computer Software and Equipment,655M,790M,873M,987M,1.12B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,25.42B,29.58B,34.3B,36.25B,42.78B
Total Investments and Advances,554M,1.29B,1.11B,1.83B,1.72B
Other Long-Term Investments,554M,1.29B,1.11B,1.83B,1.72B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.56B,1.57B,1.56B,1.58B,1.65B
Net Goodwill,1.23B,1.23B,1.23B,1.23B,1.23B
Net Other Intangibles,331M,340M,334M,349M,421M
Other Assets,530M,448M,715M,988M,1.2B
Total Assets,43.38B,48.89B,53.68B,58.85B,66.28B
Total Assets Growth,-,12.71%,9.80%,9.63%,12.63%
