Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,666.7M,601.8M,701M,1.17B,2.34B
Cash & Short Term Investments Growth,-,-9.73%,16.48%,66.95%,99.91%
Cash Only,666.7M,601.8M,701M,1.17B,2.34B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,9.22%,9.34%,9.74%,13.12%,25.79%
Total Accounts Receivable,579.2M,648.7M,1.03B,1.35B,617.6M
Total Accounts Receivable Growth,-,12.00%,58.61%,30.97%,-54.17%
"Accounts Receivables, Net",579.2M,648.7M,1.03B,942.7M,617.6M
"Accounts Receivables, Gross",595.4M,666.5M,1.06B,983.2M,655.3M
Bad Debt/Doubtful Accounts,(16.2M),(17.8M),(31.6M),(40.5M),(37.7M)
Other Receivable,-,-,-,404.9M,-
Accounts Receivable Turnover,5.56,5.19,3.67,4.18,7.87
Inventories,384.1M,444.9M,395.1M,501.2M,623.7M
Finished Goods,197.1M,224.3M,196.3M,284.9M,310.7M
Work in Progress,52.1M,54.5M,46.5M,53M,60.1M
Raw Materials,134.9M,166.1M,152.3M,163.3M,252.9M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,93.2M,97.7M,97.3M,149.6M,281.2M
Miscellaneous Current Assets,61.5M,62.8M,58.5M,123.9M,232.2M
Total Current Assets,1.72B,1.79B,2.22B,3.17B,3.86B
"Net Property, Plant & Equipment",478.2M,470.9M,572.2M,648.3M,550.5M
"Property, Plant & Equipment - Gross",1.09B,1.14B,1.27B,1.34B,1.26B
Buildings,175.1M,196.7M,167.3M,191.2M,196M
Land & Improvements,46.3M,46.3M,40.7M,41.3M,40.9M
Computer Software and Equipment,391.9M,379.2M,-,-,-
"Other Property, Plant & Equipment",81.4M,79.2M,60.4M,66.5M,61.5M
Accumulated Depreciation,616.1M,666M,694.4M,695.9M,705.6M
Total Investments and Advances,10.5M,58.8M,11.4M,9.5M,12.5M
Other Long-Term Investments,10.5M,16.1M,11.4M,9.5M,12.5M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.94B,4.02B,3.97B,4.94B,4.52B
Net Goodwill,2.53B,2.56B,2.66B,3.28B,3.24B
Net Other Intangibles,2.4B,1.46B,1.31B,1.66B,1.28B
Other Assets,69.7M,78.6M,409M,130.7M,112.9M
Total Assets,7.23B,6.44B,7.2B,8.92B,9.07B
Total Assets Growth,-,-10.91%,11.70%,23.96%,1.70%
