Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.38B,1.4B,1.85B,1.85B,1.45B
Cash & Short Term Investments Growth,-,1.39%,31.48%,0.00%,-21.32%
Cash Only,1.2B,1.03B,1.46B,1.5B,1.28B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,25.72%,22.77%,26.25%,23.50%,18.79%
Total Accounts Receivable,569.83M,706.76M,849.47M,843.45M,656.85M
Total Accounts Receivable Growth,-,24.03%,20.19%,-0.71%,-22.12%
"Accounts Receivables, Net",569.83M,706.76M,849.47M,843.45M,656.85M
"Accounts Receivables, Gross",575.32M,713.52M,860.56M,850.53M,661.95M
Bad Debt/Doubtful Accounts,(5.49M),(6.75M),(11.09M),(7.08M),(5.1M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.87,5.32,4.93,5.91,7.40
Inventories,561.84M,752.91M,762.08M,1.23B,1.52B
Finished Goods,259.58M,359.68M,331.98M,504.37M,733.31M
Work in Progress,96.56M,133.16M,147.82M,213.8M,180.87M
Raw Materials,205.7M,260.07M,282.29M,509.44M,600.86M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,120.51M,169.04M,191.57M,328.72M,315.92M
Miscellaneous Current Assets,120.51M,169.04M,191.57M,328.72M,315.92M
Total Current Assets,2.64B,3.03B,3.65B,4.25B,3.94B
"Net Property, Plant & Equipment",663.53M,792.51M,950.17M,1.16B,1.29B
"Property, Plant & Equipment - Gross",1.27B,1.47B,1.68B,1.98B,2.19B
Buildings,539.18M,576.7M,662.75M,763.65M,856.72M
Land & Improvements,131.69M,132.95M,124.65M,206.9M,193.86M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",264.82M,306.69M,-,-,-
Accumulated Depreciation,609.97M,677.08M,732.28M,820.63M,904.92M
Total Investments and Advances,1.33B,1.21B,1.13B,1.27B,1.21B
Other Long-Term Investments,1.33B,1.21B,1.13B,1.27B,1.21B
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,417.08M,659.63M,828.57M,791.07M,746.46M
Net Goodwill,301.02M,467.11M,584.21M,575.08M,567.99M
Net Other Intangibles,116.06M,192.52M,244.36M,215.99M,178.46M
Other Assets,158.19M,207.85M,226.5M,130.92M,109.23M
Total Assets,5.38B,6.17B,7.03B,7.85B,7.73B
Total Assets Growth,-,14.56%,14.02%,11.71%,-1.57%
