Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.11B,1.36B,2.25B,2.12B,2.04B
Cash & Short Term Investments Growth,-,22.58%,66.10%,-6.08%,-3.87%
Cash Only,1.11B,1.36B,2.25B,2.12B,2.04B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.76%,9.04%,14.60%,13.38%,12.49%
Total Accounts Receivable,1.02B,921M,787M,838M,855M
Total Accounts Receivable Growth,-,-10.06%,-14.55%,6.48%,2.03%
"Accounts Receivables, Net",1.02B,921M,787M,838M,855M
"Accounts Receivables, Gross",1.05B,950M,823M,862M,879M
Bad Debt/Doubtful Accounts,(27M),(29M),(36M),(24M),(24M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,13.64,14.80,14.80,14.78,15.05
Inventories,3.82B,4.07B,3.51B,3.47B,3.55B
Finished Goods,1.66B,1.56B,1.23B,1.07B,991M
Work in Progress,1.36B,1.62B,1.46B,1.55B,1.54B
Raw Materials,800M,896M,830M,849M,1.02B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,785M,894M,950M,1.02B,1.03B
Miscellaneous Current Assets,785M,894M,950M,1.02B,1.03B
Total Current Assets,6.73B,7.24B,7.5B,7.44B,7.47B
"Net Property, Plant & Equipment",2.62B,2.8B,2.87B,2.91B,2.9B
"Property, Plant & Equipment - Gross",6.82B,7.21B,7.56B,7.8B,7.98B
Buildings,1.93B,1.99B,2.03B,2.1B,2.14B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,4.2B,4.41B,4.7B,4.89B,5.08B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,760M,682M,744M,605M,563M
Intangible Assets,2.88B,2.74B,2.65B,2.59B,2.74B
Net Goodwill,2.22B,2.15B,2.16B,2.15B,2.28B
Net Other Intangibles,658M,589M,489M,438M,461M
Other Assets,882M,1.21B,1.26B,2.15B,2.4B
Total Assets,14.26B,15.02B,15.44B,15.83B,16.29B
Total Assets Growth,-,5.29%,2.83%,2.49%,2.94%
