Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.49B,3.37B,4.6B,2.55B,3.53B
Cash & Short Term Investments Growth,-,35.37%,36.26%,-44.60%,38.71%
Cash Only,2.49B,3.37B,4.6B,2.55B,3.53B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.56%,8.55%,10.38%,4.44%,6.25%
Total Accounts Receivable,11.31B,12.39B,14.33B,18.39B,18.63B
Total Accounts Receivable Growth,-,9.48%,15.73%,28.28%,1.28%
"Accounts Receivables, Net",11.31B,12.39B,13.85B,18.17B,18.45B
"Accounts Receivables, Gross",12.35B,13.61B,15.26B,19.52B,20.08B
Bad Debt/Doubtful Accounts,(1.04B),(1.22B),(1.42B),(1.36B),(1.63B)
Other Receivable,-,-,488.43M,221.88M,172.57M
Accounts Receivable Turnover,14.84,14.50,13.25,11.64,12.81
Inventories,11.92B,12.21B,13.93B,16.64B,17.09B
Finished Goods,11.92B,11.06B,12.59B,15.37B,15.56B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,1.15B,1.34B,1.27B,1.53B
Other Current Assets,169.12M,163.24M,189.3M,1.23B,342.89M
Miscellaneous Current Assets,169.12M,163.24M,189.3M,1.23B,342.89M
Total Current Assets,25.89B,28.13B,33.06B,38.8B,39.59B
"Net Property, Plant & Equipment",1.89B,1.77B,1.93B,3.23B,3.08B
"Property, Plant & Equipment - Gross",3.41B,3.35B,3.69B,5.15B,-
Buildings,1.09B,942.13M,586.55M,838.62M,-
Land & Improvements,39.88M,44.14M,39.57M,129.94M,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.52B,1.58B,1.76B,1.92B,-
Total Investments and Advances,-,-,-,-,60.37M
Other Long-Term Investments,-,-,-,-,60.37M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,9.61B,9B,8.59B,14.29B,12.84B
Net Goodwill,6.66B,6.71B,6.71B,9.03B,8.5B
Net Other Intangibles,2.95B,2.29B,1.89B,5.26B,4.33B
Other Assets,270.94M,269.07M,336.33M,726.81M,756.32M
Total Assets,38.02B,39.46B,44.27B,57.34B,56.56B
Total Assets Growth,-,3.79%,12.20%,29.50%,-1.36%
