Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,8.93B,8.26B,11.18B,8.48B,8B
Cash & Short Term Investments Growth,-,-7.51%,35.38%,-24.16%,-5.70%
Cash Only,7.24B,7.57B,10.7B,8.01B,7.6B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,35.93%,28.25%,33.30%,22.51%,20.65%
Total Accounts Receivable,4.77B,5.56B,4.41B,4.46B,4.81B
Total Accounts Receivable Growth,-,16.55%,-20.62%,1.09%,7.94%
"Accounts Receivables, Net",2.32B,2.56B,2.71B,3.14B,3.54B
"Accounts Receivables, Gross",2.32B,2.56B,2.71B,3.14B,3.54B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,2.45B,3B,1.71B,1.32B,1.27B
Accounts Receivable Turnover,3.14,3.04,3.47,4.23,4.62
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,2.47B,3.09B,3.52B,4.01B,3.8B
Miscellaneous Current Assets,1.64B,2.11B,2.36B,2.59B,2.37B
Total Current Assets,16.17B,16.9B,19.11B,16.95B,16.61B
"Net Property, Plant & Equipment",921M,1.83B,1.9B,1.91B,2.01B
"Property, Plant & Equipment - Gross",1.77B,2.93B,3.29B,3.52B,3.91B
Buildings,481M,505M,522M,615M,652M
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",85M,395M,479M,467M,472M
Accumulated Depreciation,847M,1.1B,1.39B,1.61B,1.9B
Total Investments and Advances,337M,914M,1.17B,1.83B,1.73B
Other Long-Term Investments,-,435M,696M,1.21B,1.33B
Long-Term Note Receivables,390M,612M,798M,1.13B,1.08B
Intangible Assets,3.9B,5.44B,6.71B,11.33B,11.38B
Net Goodwill,2.9B,4.02B,4.96B,7.66B,7.52B
Net Other Intangibles,991M,1.42B,1.75B,3.67B,3.86B
Other Assets,2.58B,3B,3.4B,4.03B,4.78B
Total Assets,24.86B,29.24B,33.58B,37.67B,38.72B
Total Assets Growth,-,17.60%,14.87%,12.16%,2.80%
