Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.78B,2.17B,3.01B,3.14B,2.89B
Cash & Short Term Investments Growth,-,-21.97%,38.72%,4.42%,-7.81%
Cash Only,1.43B,1.14B,844M,1.76B,1.66B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.94%,3.85%,7.08%,7.56%,6.71%
Total Accounts Receivable,7.88B,7.75B,5.75B,5.32B,7.03B
Total Accounts Receivable Growth,-,-1.70%,-25.82%,-7.52%,32.30%
"Accounts Receivables, Net",7.88B,7.75B,5.25B,5.32B,7.03B
"Accounts Receivables, Gross",8.13B,8B,5.55B,5.63B,7.37B
Bad Debt/Doubtful Accounts,(249M),(255M),(301M),(319M),(340M)
Other Receivable,-,-,500M,-,-
Accounts Receivable Turnover,4.16,4.25,4.11,4.31,4.01
Inventories,4.01B,4.13B,3.35B,3.27B,4B
Finished Goods,1.69B,1.76B,1.32B,1.25B,1.37B
Work in Progress,519M,515M,464M,425M,547M
Raw Materials,1.8B,1.86B,1.57B,1.59B,2.09B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.06B,1.49B,812M,928M,1.08B
Miscellaneous Current Assets,1.06B,1.49B,812M,928M,1.08B
Total Current Assets,15.73B,15.53B,12.92B,12.65B,15B
"Net Property, Plant & Equipment",11.68B,10.57B,7.63B,6.98B,7.15B
"Property, Plant & Equipment - Gross",38.66B,36.31B,30.54B,29.63B,28.92B
Buildings,5.53B,5.16B,3.76B,4.37B,4.33B
Land & Improvements,462M,483M,362M,372M,326M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,26.99B,25.74B,22.92B,22.65B,21.78B
Total Investments and Advances,5.74B,5.29B,3.77B,2.11B,1.58B
Other Long-Term Investments,4.2B,3.72B,1.71B,66M,1M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,34.26B,23.7B,16.75B,16.36B,16.12B
Net Goodwill,24.93B,16.04B,12.98B,12.99B,12.98B
Net Other Intangibles,9.33B,7.66B,3.77B,3.37B,3.13B
Other Assets,3.1B,1.22B,1.36B,3.41B,3.29B
Total Assets,70.51B,56.31B,42.43B,41.51B,43.14B
Total Assets Growth,-,-20.13%,-24.64%,-2.18%,3.91%
