Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,5.27B,12.25B,9.78B,19.23B,3.74B
Cash & Short Term Investments Growth,-,132.37%,-20.20%,96.63%,-80.55%
Cash Only,5.27B,12.2B,9.75B,19.23B,3.7B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.99%,2.22%,1.86%,3.49%,0.93%
Total Accounts Receivable,29.16B,25.82B,23.75B,17.02B,15.69B
Total Accounts Receivable Growth,-,-11.48%,-8.02%,-28.33%,-7.83%
"Accounts Receivables, Net",27.72B,24.25B,22.27B,14.9B,14.41B
"Accounts Receivables, Gross",28.62B,25.48B,23.49B,15.55B,15B
Bad Debt/Doubtful Accounts,(907M),(1.24B),(1.22B),(658M),(588M)
Other Receivable,1.45B,1.57B,1.48B,2.12B,1.28B
Accounts Receivable Turnover,5.86,7.02,7.23,7.88,7.70
Inventories,2.77B,2.86B,3.59B,3.33B,3.12B
Finished Goods,2.77B,2.86B,3.59B,-,-
Work in Progress,-,-,-,3.33B,3.12B
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,14.22B,13.83B,14.89B,126.05B,5.19B
Miscellaneous Current Assets,12.17B,12.2B,13.07B,126.05B,5.19B
Total Current Assets,51.43B,54.76B,52.01B,165.62B,27.73B
"Net Property, Plant & Equipment",131.47B,154.17B,152.03B,143.47B,149.26B
"Property, Plant & Equipment - Gross",330.69B,357.58B,352.47B,346.44B,351.44B
Buildings,38.01B,38.92B,39.42B,38.2B,38.75B
Land & Improvements,2.71B,2.65B,2.57B,1.4B,1.38B
Computer Software and Equipment,19.12B,22.24B,18.48B,16.52B,17.64B
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,199.22B,203.41B,200.44B,202.96B,202.19B
Total Investments and Advances,7.8B,5.45B,5.08B,6.31B,4.72B
Other Long-Term Investments,1.56B,1.76B,3.3B,144M,1.19B
Long-Term Note Receivables,922M,767M,515M,1.05B,1.04B
Intangible Assets,285.3B,282.55B,263.08B,211.96B,197.34B
Net Goodwill,146.37B,146.24B,135.26B,92.74B,67.9B
Net Other Intangibles,138.93B,136.31B,127.82B,119.22B,129.45B
Other Assets,54.94B,53.98B,53.05B,23.21B,22.76B
Total Assets,531.86B,551.67B,525.76B,551.62B,402.85B
Total Assets Growth,-,3.72%,-4.70%,4.92%,-26.97%
