Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,445.04M,174M,108M,672M,164M
Cash & Short Term Investments Growth,-,-60.90%,-37.93%,522.22%,-75.60%
Cash Only,214.52M,128M,108M,672M,164M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.06%,0.74%,0.61%,2.93%,0.63%
Total Accounts Receivable,429.92M,634M,437M,671M,1.01B
Total Accounts Receivable Growth,-,47.47%,-31.07%,53.55%,49.93%
"Accounts Receivables, Net",392.06M,615M,337M,670M,722M
"Accounts Receivables, Gross",392.06M,615M,337M,670M,722M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,37.86M,19M,100M,1M,284M
Accounts Receivable Turnover,5.06,6.25,6.44,10.13,9.59
Inventories,37.57M,37M,33M,62M,67M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,12.49M,24M,24M,41M,155M
Miscellaneous Current Assets,5.24M,14M,24M,41M,155M
Total Current Assets,925.02M,869M,602M,1.45B,1.39B
"Net Property, Plant & Equipment",20.37B,21.85B,16.21B,20.62B,23.76B
"Property, Plant & Equipment - Gross",23.15B,26.85B,28.53B,34.16B,38.6B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",23.15B,26.84B,28.53B,34.16B,38.6B
Accumulated Depreciation,2.77B,5B,12.31B,13.55B,14.84B
Total Investments and Advances,130.15M,595M,685M,717M,794M
Other Long-Term Investments,115.63M,116M,152M,104M,228M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,71.87M,75M,45M,76M,200M
Total Assets,21.6B,23.53B,17.62B,22.9B,26.21B
Total Assets Growth,-,8.96%,-25.12%,29.96%,14.46%
