Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,1.58B,2.25B,4.91B,3.53B,2.58B
Cash & Short Term Investments Growth,-,42.18%,118.57%,-28.06%,-27.00%
Cash Only,1.58B,2.25B,4.91B,3.53B,2.58B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,4.19%,5.46%,11.03%,8.29%,5.89%
Total Accounts Receivable,6.47B,6.66B,6.64B,6.96B,7.49B
Total Accounts Receivable Growth,-,2.87%,-0.29%,4.79%,7.69%
"Accounts Receivables, Net",6.47B,6.66B,6.64B,6.96B,7.49B
"Accounts Receivables, Gross",6.51B,6.69B,6.67B,6.99B,7.5B
Bad Debt/Doubtful Accounts,(34M),(33M),(33M),(34M),(8M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,4.65,5.08,5.54,5.13,4.88
Inventories,654M,783M,759M,811M,978M
Finished Goods,277M,317M,329M,333M,404M
Work in Progress,418M,507M,492M,478M,574M
Raw Materials,-,-,-,-,-
Progress Payments & Other,(41M),(41M),(62M),-,-
Other Current Assets,973M,878M,2.83B,944M,1.26B
Miscellaneous Current Assets,973M,878M,2.83B,944M,1.26B
Total Current Assets,9.68B,10.57B,15.13B,12.24B,12.31B
"Net Property, Plant & Equipment",6.37B,8.42B,8.6B,9.55B,10.61B
"Property, Plant & Equipment - Gross",11.74B,14.27B,14.94B,16.37B,17.87B
Buildings,2.14B,2.58B,2.76B,3.02B,3.27B
Land & Improvements,636M,619M,628M,636M,741M
Computer Software and Equipment,603M,606M,602M,481M,524M
"Other Property, Plant & Equipment",1.75B,1.97B,2.21B,2.51B,2.75B
Accumulated Depreciation,5.37B,5.85B,6.34B,6.82B,7.26B
Total Investments and Advances,319M,364M,377M,418M,332M
Other Long-Term Investments,319M,364M,377M,418M,332M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,20.04B,19.75B,18.3B,18.09B,17.9B
Net Goodwill,18.67B,18.71B,17.52B,17.52B,17.52B
Net Other Intangibles,1.37B,1.04B,783M,578M,384M
Other Assets,1.14B,1.48B,1.74B,2.08B,2.44B
Total Assets,37.65B,41.09B,44.47B,42.58B,43.76B
Total Assets Growth,-,9.13%,8.23%,-4.25%,2.76%
