Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.03B,3.52B,2.18B,2.79B,1.01B
Cash & Short Term Investments Growth,-,15.96%,-38.07%,28.01%,-63.77%
Cash Only,3.03B,3.52B,2.18B,2.79B,1.01B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,6.71%,3.17%,2.58%,3.55%,1.35%
Total Accounts Receivable,4.96B,4.32B,2.23B,4.31B,4.56B
Total Accounts Receivable Growth,-,-12.94%,-48.48%,93.84%,5.75%
"Accounts Receivables, Net",4.89B,4.23B,2.12B,4.21B,4.28B
"Accounts Receivables, Gross",4.92B,4.26B,2.16B,4.24B,4.32B
Bad Debt/Doubtful Accounts,(24M),(22M),(42M),(35M),(37M)
Other Receivable,68M,86M,110M,105M,280M
Accounts Receivable Turnover,3.14,4.45,7.70,6.02,7.95
Inventories,1.26B,1.58B,1.9B,1.85B,2.06B
Finished Goods,788M,572M,1.01B,1.07B,1.15B
Work in Progress,-,-,-,-,-
Raw Materials,519M,1.05B,918M,879M,1.03B
Progress Payments & Other,(47M),(40M),(29M),(99M),(121M)
Other Current Assets,678M,5.22B,2.52B,1.26B,1.26B
Miscellaneous Current Assets,678M,5.22B,2.52B,1.26B,1.26B
Total Current Assets,9.93B,14.63B,8.82B,10.21B,8.89B
"Net Property, Plant & Equipment",31.44B,83.64B,66.95B,60.66B,59.29B
"Property, Plant & Equipment - Gross",74.42B,125.68B,120.03B,118.88B,121.64B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",74.42B,124.27B,118.96B,118.16B,120.73B
Accumulated Depreciation,42.98B,42.04B,53.08B,58.23B,62.35B
Total Investments and Advances,1.69B,6.46B,3.27B,2.95B,3.19B
Other Long-Term Investments,8M,66M,18M,16M,18M
Long-Term Note Receivables,68M,36M,24M,33M,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,729M,2.37B,946M,1.15B,1.21B
Total Assets,45.2B,110.84B,84.35B,78.47B,74.76B
Total Assets Growth,-,145.23%,-23.89%,-6.97%,-4.74%
