Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,926.04M,711.04M,714.94M,1.4B,972.59M
Cash & Short Term Investments Growth,-,-23.22%,0.55%,95.52%,-30.42%
Cash Only,926.04M,711.04M,714.94M,1.4B,972.59M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.51%,12.24%,10.90%,19.36%,12.95%
Total Accounts Receivable,390.75M,406.31M,387.59M,488.26M,601M
Total Accounts Receivable Growth,-,3.98%,-4.61%,25.97%,23.09%
"Accounts Receivables, Net",345.96M,378.17M,367.17M,457.43M,568.85M
"Accounts Receivables, Gross",346.09M,378.21M,367.23M,457.76M,569.25M
Bad Debt/Doubtful Accounts,(134K),(40K),(55K),(331K),(402K)
Other Receivable,44.8M,28.13M,20.42M,30.82M,32.15M
Accounts Receivable Turnover,7.61,7.61,8.36,8.22,7.73
Inventories,472.29M,511.79M,517.2M,507.79M,755.75M
Finished Goods,140.77M,120.72M,113.5M,89.76M,162.32M
Work in Progress,221.14M,272.47M,291.03M,283.07M,357.33M
Raw Materials,110.39M,118.61M,112.67M,134.96M,236.1M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,54.72M,55.71M,70.78M,89.88M,120.52M
Miscellaneous Current Assets,30.82M,29.94M,32.91M,48.31M,70.69M
Total Current Assets,1.84B,1.68B,1.69B,2.48B,2.45B
"Net Property, Plant & Equipment",1.37B,1.37B,1.32B,1.33B,1.33B
"Property, Plant & Equipment - Gross",2.29B,2.59B,2.74B,2.89B,3.06B
Buildings,389.23M,416.21M,404.08M,411.18M,432.31M
Land & Improvements,23.78M,26M,25.84M,25.84M,25.84M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,911.91M,1.22B,1.42B,1.56B,1.73B
Total Investments and Advances,63.77M,97.79M,22.52M,35.37M,31.09M
Other Long-Term Investments,18.77M,97.79M,22.52M,5.57M,3.99M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.03B,2.58B,3.42B,3.25B,3.45B
Net Goodwill,2.17B,2.17B,2.61B,2.64B,2.78B
Net Other Intangibles,860.34M,408.21M,808.89M,611.16M,674.79M
Other Assets,43.22M,46.77M,54.44M,60.42M,213.6M
Total Assets,6.38B,5.81B,6.56B,7.22B,7.51B
Total Assets Growth,-,-8.99%,12.96%,10.07%,3.98%
