Item,2018,2019,2020,2021,2022
Total Cash & Due from Banks,34.66B,38.35B,59.89B,67.64B,44.68B
Cash & Due from Banks Growth,-,10.63%,56.19%,12.93%,-33.94%
Investments - Total,58.81B,58.96B,68.03B,66.12B,56.92B
Investments Growth,-,0.26%,15.37%,-2.80%,-13.92%
Trading Account Securities,300K,300K,500K,300K,95.2M
Federal Funds Sold & Securities Purchased,1.17B,712.8M,1.6B,686.4M,1.1B
Federal Funds Sold,134M,5M,-,-,32M
Securities Bought Under Resale Agreement,1.03B,707.8M,1.6B,686.4M,1.07B
Treasury Securities,11.92B,8.77B,11.94B,8.62B,6.39B
Federal Agency Securities,22.43B,23.28B,24.96B,24B,20.95B
State & Municipal Securities,674.8M,1.63B,3.09B,3.88B,3.35B
Mortgage Backed Securities,587.2M,797.7M,1.03B,1.42B,1.39B
Other Securities,15.63B,16.7B,18.8B,23.65B,19.65B
Other Investments,6.4B,7.09B,6.62B,3.86B,3.99B
Net Loans,32.38B,31.31B,33.56B,40.33B,42.73B
Gross Loans - Net of Unearned Income,32.49B,31.41B,33.76B,40.48B,42.89B
Commercial & Industrial Loans,9.15B,9.08B,10.35B,12.16B,13.73B
Consumer & Installment Loans,10.8B,11.14B,11.86B,15.29B,14.33B
Real Estate Mortgage Loans,9.74B,9.38B,9.59B,10.65B,11.19B
Lease Financing Loans,90.7M,65.6M,11.4M,11M,-
Foreign Loans,2.7B,1.75B,1.94B,2.37B,3.64B
Broker & Financial Institution Loans,-,-,-,-,-
Unspecified/Other Loans,-,-,-,-,-
Unearned Income,-,-,-,-,-
Loan Loss Allowances (Reserves),(112.6M),(104.5M),(198.8M),(150.6M),(161.1M)
Customer Liability on Acceptances,-,-,-,-,-
Loans - 1 Yr Growth Rate,-,-3.31%,7.21%,20.17%,5.96%
Loans (Total) / Total Deposits,-,-,-,-,-
Loans (Total) / Total Assets,-,-,-,-,-
"Net Property, Plant & Equipment",428.2M,974.9M,1.08B,1.02B,985.3M
Other Assets (Including Intangibles),5.93B,7.24B,7.45B,8.55B,9.26B
Other Assets,5.13B,6.42B,5.03B,6.07B,6.53B
Intangible Assets,807.9M,817.4M,2.41B,2.48B,2.73B
Interest Receivables,-,-,-,225M,457.2M
Total Assets,132.21B,136.83B,170B,183.89B,155.04B
Assets - Total Growth,-,3.49%,24.25%,8.17%,-15.69%
Return On Average Assets,-,-,-,-,0.78%
