Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,3.79B,5.02B,8.21B,6.03B,6.06B
Cash & Short Term Investments Growth,-,32.26%,63.51%,-26.54%,0.51%
Cash Only,3.79B,5.02B,8.21B,6.03B,5.15B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,14.61%,14.77%,20.89%,13.52%,12.47%
Total Accounts Receivable,-,979.07M,1.35B,1.72B,988.9M
Total Accounts Receivable Growth,-,-,38.19%,26.99%,-42.45%
"Accounts Receivables, Net",-,454.4M,610.82M,804.32M,988.9M
"Accounts Receivables, Gross",-,454.4M,610.82M,804.32M,988.9M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,524.67M,742.17M,913.88M,-
Accounts Receivable Turnover,-,20.59,18.47,17.28,31.97
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,5.9B,181M,203.04M,323.82M,2.22B
Miscellaneous Current Assets,5.9B,-,-,-,1.83B
Total Current Assets,9.69B,6.18B,9.76B,8.07B,9.27B
"Net Property, Plant & Equipment",418.28M,2.1B,3B,3.77B,3.63B
"Property, Plant & Equipment - Gross",786.8M,2.51B,3.49B,4.39B,4.38B
Buildings,73.47M,33.14M,42.72M,48.12M,52.11M
Land & Improvements,6.13M,6.13M,50.7M,82.38M,85.01M
Computer Software and Equipment,224.3M,243.57M,283.01M,380.45M,442.68M
"Other Property, Plant & Equipment",345.7M,442.46M,634.72M,1B,1.19B
Accumulated Depreciation,368.52M,416.01M,494.79M,616.31M,753.74M
Total Investments and Advances,16.26M,16.26M,31.54M,24.12M,20M
Other Long-Term Investments,16.26M,16.26M,31.54M,24.12M,20M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,15.28B,25.03B,25.9B,32.57B,35.42B
Total Assets,25.97B,33.98B,39.28B,44.58B,48.59B
Total Assets Growth,-,30.80%,15.61%,13.50%,8.99%
