Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.45B,1.84B,2.43B,2.27B,1.45B
Cash & Short Term Investments Growth,-,-24.61%,31.62%,-6.43%,-35.98%
Cash Only,2.45B,1.84B,2.43B,2.27B,1.45B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,12.50%,13.44%,24.49%,10.80%,6.13%
Total Accounts Receivable,812M,832M,775M,1.63B,1.77B
Total Accounts Receivable Growth,-,2.46%,-6.85%,109.81%,8.67%
"Accounts Receivables, Net",802M,819M,576M,1.51B,1.73B
"Accounts Receivables, Gross",808M,827M,587M,1.51B,1.74B
Bad Debt/Doubtful Accounts,(6M),(8M),(11M),(7M),(9M)
Other Receivable,10M,13M,199M,121M,33M
Accounts Receivable Turnover,10.73,7.61,6.03,8.46,11.22
Inventories,-,-,-,-,201M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.18B,1.18B,58M,352M,469M
Miscellaneous Current Assets,1.18B,1.18B,58M,352M,469M
Total Current Assets,4.44B,3.85B,3.26B,4.25B,3.89B
"Net Property, Plant & Equipment",8.46B,8.84B,5.62B,15.24B,18.33B
"Property, Plant & Equipment - Gross",28.41B,30.22B,29.94B,41.51B,46.79B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",28.41B,29.98B,29.72B,41.27B,46.56B
Accumulated Depreciation,19.95B,21.38B,24.33B,26.26B,28.46B
Total Investments and Advances,40M,1M,1M,408M,452M
Other Long-Term Investments,40M,1M,1M,6M,59M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,753M,753M,753M,753M,753M
Net Goodwill,753M,753M,753M,753M,753M
Net Other Intangibles,-,-,-,-,-
Other Assets,5.87B,276M,282M,372M,295M
Total Assets,19.57B,13.72B,9.91B,21.03B,23.72B
Total Assets Growth,-,-29.89%,-27.74%,112.12%,12.82%
