Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,739.4M,832M,1.65B,1.84B,1.34B
Cash & Short Term Investments Growth,-,12.52%,98.32%,11.76%,-27.44%
Cash Only,739.4M,832M,1.65B,1.84B,1.34B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,7.32%,8.58%,10.29%,11.13%,7.87%
Total Accounts Receivable,2B,1.93B,2.94B,2.92B,3.34B
Total Accounts Receivable Growth,-,-3.39%,51.99%,-0.68%,14.55%
"Accounts Receivables, Net",1.73B,1.72B,2.64B,2.53B,2.82B
"Accounts Receivables, Gross",1.74B,1.72B,2.65B,2.53B,2.84B
Bad Debt/Doubtful Accounts,(6.6M),(6M),(11M),-,(18M)
Other Receivable,266.3M,214M,294M,389M,518M
Accounts Receivable Turnover,5.27,5.27,3.46,5.09,4.73
Inventories,780.8M,807M,1.29B,1.53B,1.69B
Finished Goods,198.9M,207M,324M,327M,333M
Work in Progress,113.6M,113M,150M,175M,176M
Raw Materials,485M,502M,827M,1.06B,1.2B
Progress Payments & Other,(16.7M),(15M),(15M),(25M),(25M)
Other Current Assets,285.6M,266M,296M,304M,253M
Miscellaneous Current Assets,118.3M,88M,115M,132M,111M
Total Current Assets,3.8B,3.84B,6.17B,6.6B,6.62B
"Net Property, Plant & Equipment",2.9B,3.01B,4.8B,4.58B,4.56B
"Property, Plant & Equipment - Gross",4.38B,4.52B,6.73B,6.8B,8.47B
Buildings,762.6M,755M,1.38B,1.36B,1.44B
Land & Improvements,107.9M,105M,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",227.2M,246M,363M,313M,287M
Accumulated Depreciation,1.47B,1.51B,1.93B,2.22B,3.9B
Total Investments and Advances,255.4M,319M,772M,436M,877M
Other Long-Term Investments,11.9M,63M,475M,138M,598M
Long-Term Note Receivables,348.2M,2M,51M,102M,87M
Intangible Assets,2.29B,2.24B,3.72B,4.37B,4.45B
Net Goodwill,1.85B,1.84B,2.63B,3.28B,3.4B
Net Other Intangibles,439.5M,402M,1.1B,1.09B,1.05B
Other Assets,292.7M,212M,223M,236M,162M
Total Assets,10.1B,9.7B,16.03B,16.58B,16.99B
Total Assets Growth,-,-3.90%,65.21%,3.41%,2.53%
