Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,801M,563M,1.94B,2.11B,1.08B
Cash & Short Term Investments Growth,-,-29.71%,244.94%,8.81%,-49.03%
Cash Only,801M,563M,1.94B,2.11B,1.08B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.81%,1.84%,6.31%,6.56%,3.32%
Total Accounts Receivable,1.61B,1.93B,1.53B,1.78B,1.97B
Total Accounts Receivable Growth,-,20.21%,-20.80%,16.13%,10.80%
"Accounts Receivables, Net",1.61B,1.83B,1.53B,1.78B,1.97B
"Accounts Receivables, Gross",1.68B,1.9B,1.64B,1.89B,2.08B
Bad Debt/Doubtful Accounts,(68M),(74M),(105M),(108M),(109M)
Other Receivable,-,105M,-,-,-
Accounts Receivable Turnover,6.11,5.55,6.47,6.69,6.44
Inventories,1.17B,1.58B,1.35B,1.61B,1.87B
Finished Goods,760M,971M,893M,1.03B,1.17B
Work in Progress,100M,192M,109M,128M,147M
Raw Materials,306M,416M,349M,452M,548M
Progress Payments & Other,-,-,-,-,1M
Other Current Assets,427M,624M,1.87B,816M,846M
Miscellaneous Current Assets,266M,429M,1.68B,611M,582M
Total Current Assets,4B,4.7B,6.69B,6.32B,5.76B
"Net Property, Plant & Equipment",1.78B,2.42B,2.54B,2.69B,2.83B
"Property, Plant & Equipment - Gross",4.74B,5.5B,5.77B,5.96B,6.11B
Buildings,1.1B,1.2B,1.29B,1.34B,1.7B
Land & Improvements,97M,117M,104M,109M,137M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.96B,3.09B,3.22B,3.27B,3.28B
Total Investments and Advances,397M,694M,1.08B,635M,603M
Other Long-Term Investments,-,260M,575M,234M,199M
Long-Term Note Receivables,26M,23M,2M,-,1M
Intangible Assets,14.28B,18.06B,15.87B,18.11B,18.82B
Net Goodwill,7.91B,10.18B,9.95B,11.99B,12.92B
Net Other Intangibles,6.37B,7.89B,5.92B,6.12B,5.9B
Other Assets,422M,476M,384M,339M,509M
Total Assets,21B,30.57B,30.78B,32.23B,32.47B
Total Assets Growth,-,45.55%,0.69%,4.72%,0.74%
