Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,5.4B,3.91B,2.89B,4.6B,4.14B
Cash & Short Term Investments Growth,-,-27.64%,-26.04%,59.42%,-10.08%
Cash Only,2.95B,2.33B,2.66B,4.53B,4.11B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,54.02%,44.67%,38.39%,49.19%,41.29%
Total Accounts Receivable,1.05B,1.22B,973M,945M,1.23B
Total Accounts Receivable Growth,-,16.14%,-19.98%,-2.88%,30.16%
"Accounts Receivables, Net",1.05B,1.22B,973M,945M,1.23B
"Accounts Receivables, Gross",1.05B,1.22B,973M,945M,1.23B
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.65,5.06,5.56,6.07,5.14
Inventories,122M,131M,145M,114M,204M
Finished Goods,110M,123M,117M,92M,73M
Work in Progress,-,-,-,-,-
Raw Materials,12M,8M,28M,22M,131M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,320M,283M,201M,252M,291M
Miscellaneous Current Assets,320M,283M,201M,252M,291M
Total Current Assets,6.89B,5.54B,4.21B,5.92B,5.87B
"Net Property, Plant & Equipment",756M,759M,864M,639M,896M
"Property, Plant & Equipment - Gross",2B,2.09B,2.23B,1.91B,2.15B
Buildings,594M,605M,597M,356M,353M
Land & Improvements,106M,106M,103M,46M,46M
Computer Software and Equipment,357M,357M,359M,305M,316M
"Other Property, Plant & Equipment",187M,191M,195M,176M,168M
Accumulated Depreciation,1.25B,1.33B,1.36B,1.27B,1.25B
Total Investments and Advances,25M,29M,27M,103M,103M
Other Long-Term Investments,25M,29M,27M,32M,30M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.83B,1.78B,1.82B,2.14B,2.49B
Net Goodwill,1.74B,1.74B,1.78B,2.04B,2.35B
Net Other Intangibles,94M,47M,44M,101M,142M
Other Assets,262M,435M,382M,344M,312M
Total Assets,9.99B,8.74B,7.52B,9.36B,10.03B
Total Assets Growth,-,-12.51%,-13.95%,24.43%,7.12%
