Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,4.51B,3.42B,2.72B,2.72B,2.5B
Cash & Short Term Investments Growth,-,-24.10%,-20.44%,-0.18%,-8.02%
Cash Only,1.16B,2.65B,2.68B,1.79B,2.19B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,28.47%,21.13%,16.10%,15.23%,14.01%
Total Accounts Receivable,3.5B,3.61B,3.41B,3.87B,4.12B
Total Accounts Receivable Growth,-,3.29%,-5.57%,13.44%,6.59%
"Accounts Receivables, Net",3.5B,3.59B,3.4B,3.87B,4.12B
"Accounts Receivables, Gross",3.57B,3.66B,3.46B,3.92B,4.17B
Bad Debt/Doubtful Accounts,(78M),(67M),(57M),(50M),(43M)
Other Receivable,-,20M,7M,-,-
Accounts Receivable Turnover,4.61,4.65,4.88,4.79,4.71
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,604M,577M,718M,756M,643M
Miscellaneous Current Assets,604M,577M,718M,756M,643M
Total Current Assets,8.61B,7.61B,6.85B,7.34B,7.27B
"Net Property, Plant & Equipment",1.39B,2.24B,2.26B,2.1B,1.98B
"Property, Plant & Equipment - Gross",3.18B,4.28B,4.59B,4.6B,4.69B
Buildings,839M,790M,783M,777M,771M
Land & Improvements,79M,11M,7M,7M,7M
Computer Software and Equipment,1.13B,1.34B,1.48B,1.56B,1.76B
"Other Property, Plant & Equipment",977M,1.08B,1.19B,1.2B,1.17B
Accumulated Depreciation,1.79B,2.04B,2.32B,-,2.72B
Total Investments and Advances,95M,25M,511M,478M,428M
Other Long-Term Investments,95M,25M,476M,412M,358M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.63B,5.02B,6.08B,6.84B,6.88B
Net Goodwill,3.48B,3.98B,5.03B,5.62B,5.71B
Net Other Intangibles,1.15B,1.04B,1.05B,1.22B,1.17B
Other Assets,674M,728M,775M,686M,661M
Total Assets,15.85B,16.2B,16.92B,17.85B,17.85B
Total Assets Growth,-,2.26%,4.44%,5.49%,0.00%
