Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,316.7M,155.7M,183.1M,240.6M,270.3M
Cash & Short Term Investments Growth,-,-50.84%,17.60%,31.40%,12.34%
Cash Only,316.7M,155.7M,183.1M,240.6M,270.3M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,5.22%,2.34%,2.47%,3.01%,3.24%
Total Accounts Receivable,345.3M,356.4M,398.8M,405.5M,422M
Total Accounts Receivable Growth,-,3.21%,11.90%,1.68%,4.07%
"Accounts Receivables, Net",345.3M,356.4M,398.8M,405.5M,422M
"Accounts Receivables, Gross",348.7M,358.8M,402.5M,411M,425.5M
Bad Debt/Doubtful Accounts,(3.4M),(2.4M),(3.7M),(5.5M),(3.5M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,12.01,12.23,12.28,12.80,12.74
Inventories,382.8M,417.4M,495.4M,535.4M,646.6M
Finished Goods,264.3M,302.5M,349.5M,379.2M,450.3M
Work in Progress,34.1M,29M,33M,40M,46.8M
Raw Materials,84.4M,85.9M,112.9M,116.2M,149.5M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,33.4M,26.9M,35.1M,51.9M,57M
Miscellaneous Current Assets,33.4M,26.9M,35.1M,51.9M,57M
Total Current Assets,1.08B,956.4M,1.11B,1.23B,1.4B
"Net Property, Plant & Equipment",598.2M,723.7M,794.4M,812.1M,923.7M
"Property, Plant & Equipment - Gross",1.27B,1.42B,1.54B,1.61B,1.76B
Buildings,301.3M,255.4M,265.3M,290.8M,299.1M
Land & Improvements,27.8M,27.8M,28.3M,28.3M,28.1M
Computer Software and Equipment,97.9M,96.7M,103M,107.8M,109.1M
"Other Property, Plant & Equipment",-,76M,85.1M,92.7M,96.9M
Accumulated Depreciation,669M,693.2M,749.1M,800.1M,840.1M
Total Investments and Advances,8.5M,9.7M,9.1M,9.1M,12.7M
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.27B,4.83B,5.34B,5.77B,5.86B
Net Goodwill,1.99B,2.08B,2.23B,2.27B,2.43B
Net Other Intangibles,2.27B,2.75B,3.11B,3.49B,3.43B
Other Assets,117.4M,138.1M,158.8M,173.1M,154.9M
Total Assets,6.07B,6.66B,7.41B,8B,8.35B
Total Assets Growth,-,9.69%,11.37%,7.85%,4.37%
