Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,27.45B,23.93B,32.97B,22.03B,33.6B
Cash & Short Term Investments Growth,-,-12.80%,37.74%,-33.18%,52.51%
Cash Only,27.45B,23.93B,32.81B,21.84B,33.29B
Total Short-Term Investments,-,-,157M,188M,307M
Short-Term Receivables,58.23B,56.79B,43.43B,53.58B,60.46B
Short Term Receivables Growth,-,-2.46%,-23.52%,23.36%,12.84%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,5.41B,8.92B,22.24B,3.12B,5.16B
"Net Property, Plant & Equipments",4.42B,4.83B,5.02B,4.99B,5.22B
Other Assets (Including Intangibles),7.19B,13.06B,15.93B,15.6B,9.63B
Other Assets,3.84B,9.48B,11.81B,11.59B,5.7B
Intangible Assets,3.35B,3.58B,4.12B,4.01B,3.93B
Total Assets,188.6B,198.32B,191.37B,188.55B,229.9B
Total Assets Growth,-,5.15%,-3.51%,-1.47%,21.93%
Return On Average Assets,-,-,-,-,3.56%
