Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,552.33M,513.46M,6.06B,3.01B,867.09M
Cash & Short Term Investments Growth,-,-7.04%,"1,080.12%",-50.37%,-71.17%
Cash Only,552.33M,513.46M,6.06B,3.01B,867.09M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,3.06%,2.86%,26.78%,14.04%,3.93%
Total Accounts Receivable,4.14B,4.2B,3B,3.79B,4.87B
Total Accounts Receivable Growth,-,1.54%,-28.56%,26.28%,28.61%
"Accounts Receivables, Net",4.07B,4.18B,2.89B,3.78B,4.84B
"Accounts Receivables, Gross",4.1B,4.21B,3.23B,3.9B,4.91B
Bad Debt/Doubtful Accounts,(25.77M),(28.18M),(334.81M),(117.7M),(70.79M)
Other Receivable,64.11M,19.73M,108.01M,8.76M,35.93M
Accounts Receivable Turnover,14.19,14.31,17.62,13.53,14.08
Inventories,3.13B,3.22B,3.1B,3.7B,4.44B
Finished Goods,3.13B,3.22B,3.1B,3.7B,4.44B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,187.88M,210.58M,192.16M,240.96M,303.79M
Miscellaneous Current Assets,187.88M,210.58M,192.16M,240.96M,303.79M
Total Current Assets,8B,8.14B,12.35B,10.73B,10.48B
"Net Property, Plant & Equipment",4.52B,4.5B,5.06B,5.04B,5.18B
"Property, Plant & Equipment - Gross",10.2B,9.95B,10.77B,11.38B,11.93B
Buildings,4.27B,4.55B,4.85B,4.98B,5.34B
Land & Improvements,495.91M,498.18M,493.69M,492.5M,489.56M
Computer Software and Equipment,1.63B,1.21B,1.26B,1.42B,1.5B
"Other Property, Plant & Equipment",3.81B,3.7B,3.56B,3.78B,3.89B
Accumulated Depreciation,5.68B,5.45B,5.71B,6.35B,6.76B
Total Investments and Advances,177.68M,83.52M,126.71M,73.19M,64.29M
Other Long-Term Investments,177.68M,83.52M,126.71M,73.19M,64.29M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.94B,4.75B,4.51B,4.69B,5.49B
Net Goodwill,3.96B,3.9B,3.73B,3.94B,4.54B
Net Other Intangibles,979.81M,857.3M,780.17M,746.07M,952.68M
Other Assets,348.65M,405.5M,384.38M,528.82M,485.86M
Total Assets,18.07B,17.97B,22.63B,21.41B,22.09B
Total Assets Growth,-,-0.57%,25.95%,-5.37%,3.14%
