Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,5.33B,5.45B,5.74B,6.37B,3.06B
Cash & Short Term Investments Growth,-,2.14%,5.33%,11.00%,-51.90%
Cash Only,4.26B,4.71B,3.77B,5.26B,2.73B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,62.10%,60.79%,51.61%,47.91%,22.19%
Total Accounts Receivable,385M,623M,461M,521M,650M
Total Accounts Receivable Growth,-,61.82%,-26.00%,13.02%,24.76%
"Accounts Receivables, Net",385M,623M,461M,521M,650M
"Accounts Receivables, Gross",550M,630M,461M,521M,650M
Bad Debt/Doubtful Accounts,(165M),(7M),-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,13.40,7.92,11.86,10.86,10.78
Inventories,-,-,-,-,-
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,288M,313M,321M,326M,439M
Miscellaneous Current Assets,220M,260M,222M,302M,404M
Total Current Assets,6B,6.38B,6.52B,7.21B,4.15B
"Net Property, Plant & Equipment",453M,448M,642M,733M,864M
"Property, Plant & Equipment - Gross",1.38B,1.36B,1.58B,1.76B,1.94B
Buildings,336M,343M,340M,370M,375M
Land & Improvements,66M,66M,65M,66M,66M
Computer Software and Equipment,744M,710M,722M,808M,853M
"Other Property, Plant & Equipment",223M,219M,244M,265M,297M
Accumulated Depreciation,923M,911M,942M,1.03B,1.07B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,1.95B,1.98B,1.94B,3.18B,6.35B
Net Goodwill,1.88B,1.89B,1.89B,2.87B,5.39B
Net Other Intangibles,71M,87M,53M,309M,962M
Other Assets,89M,114M,112M,120M,193M
Total Assets,8.58B,8.96B,11.11B,13.29B,13.8B
Total Assets Growth,-,4.35%,24.06%,19.58%,3.85%
