Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,13.77M,24.55M,20.81M,116.72M,51.55M
Cash & Short Term Investments Growth,-,78.27%,-15.24%,460.95%,-55.83%
Cash Only,13.77M,24.55M,20.81M,116.72M,51.55M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.11%,0.17%,0.13%,0.56%,0.22%
Total Accounts Receivable,253.3M,230.57M,230.6M,342.97M,375.62M
Total Accounts Receivable Growth,-,-8.97%,0.01%,48.73%,9.52%
"Accounts Receivables, Net",205M,190.07M,191.01M,251.17M,329.86M
"Accounts Receivables, Gross",219.8M,205.97M,220.96M,315.64M,379.85M
Bad Debt/Doubtful Accounts,(14.8M),(15.9M),(29.95M),(64.47M),(49.99M)
Other Receivable,48.29M,40.5M,39.59M,91.8M,45.76M
Accounts Receivable Turnover,12.30,12.59,12.23,9.94,11.19
Inventories,173.84M,136.05M,118.78M,193.7M,383.82M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,173.84M,136.05M,118.78M,193.7M,383.82M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,37.95M,66.86M,101.08M,2.19B,2.24B
Miscellaneous Current Assets,4.72M,27.96M,60.74M,2.14B,2.18B
Total Current Assets,478.85M,458.03M,471.26M,2.84B,3.05B
"Net Property, Plant & Equipment",10.37B,11.79B,13.58B,15.29B,17.45B
"Property, Plant & Equipment - Gross",12.57B,14.18B,16.18B,18.11B,20.45B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,2.2B,2.39B,2.6B,2.82B,3B
Total Investments and Advances,99.64M,102.11M,178.94M,283.68M,451.8M
Other Long-Term Investments,99.64M,102.11M,178.94M,283.68M,451.8M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,730.42M,730.71M,731.26M,731.26M,731.26M
Net Goodwill,730.42M,730.71M,731.26M,731.26M,731.26M
Net Other Intangibles,-,-,-,-,-
Other Assets,194.38M,289.11M,395.08M,468.59M,507.34M
Total Assets,12.62B,14.14B,16.16B,20.83B,22.94B
Total Assets Growth,-,12.02%,14.28%,28.85%,10.16%
