Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,443.97M,487.61M,539.25M,628.73M,650.82M
Cash & Short Term Investments Growth,-,9.83%,10.59%,16.59%,3.51%
Cash Only,443.97M,487.61M,539.25M,628.73M,650.82M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.53%,2.59%,2.53%,2.89%,2.44%
Total Accounts Receivable,133.32M,139.85M,191.09M,239.07M,560.98M
Total Accounts Receivable Growth,-,4.90%,36.64%,25.11%,134.65%
"Accounts Receivables, Net",133.32M,139.85M,191.09M,239.07M,560.98M
"Accounts Receivables, Gross",133.32M,139.85M,191.09M,239.07M,560.98M
Bad Debt/Doubtful Accounts,-,-,-,-,-
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,128.41,129.95,106.34,79.27,56.87
Inventories,2.39B,2.52B,2.85B,3.16B,5.12B
Finished Goods,2.39B,2.52B,2.85B,3.16B,5.12B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,93.46M,67.1M,86.93M,91.83M,212.92M
Miscellaneous Current Assets,93.46M,67.1M,86.93M,91.83M,212.92M
Total Current Assets,3.06B,3.21B,3.66B,4.12B,6.55B
"Net Property, Plant & Equipment",2.67B,2.83B,3.52B,3.49B,3.75B
"Property, Plant & Equipment - Gross",3.83B,4.13B,4.79B,4.9B,5.18B
Buildings,2.08B,2.21B,2.19B,2.2B,2.29B
Land & Improvements,799.32M,870.23M,948.17M,947.18M,986.92M
Computer Software and Equipment,-,-,-,-,246.62M
"Other Property, Plant & Equipment",815.85M,918.29M,1.03B,1.04B,851.41M
Accumulated Depreciation,1.16B,1.3B,1.27B,1.41B,1.44B
Total Investments and Advances,137.7M,144.8M,224.5M,250.1M,214.3M
Other Long-Term Investments,137.7M,144.8M,224.5M,250.1M,214.3M
Long-Term Note Receivables,11.54B,12.43B,13.55B,13.49B,15.29B
Intangible Assets,-,-,-,-,141.26M
Net Goodwill,-,-,-,-,141.26M
Net Other Intangibles,-,-,-,-,-
Other Assets,21.11M,41.16M,34.25M,33.35M,276.36M
Total Assets,17.57B,18.82B,21.3B,21.76B,26.67B
Total Assets Growth,-,7.11%,13.19%,2.15%,22.58%
