Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,2.2B,430.9M,403M,282M,319.4M
Cash & Short Term Investments Growth,-,-80.38%,-6.47%,-30.02%,13.26%
Cash Only,901.3M,428.6M,401M,280M,317.4M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,26.60%,2.35%,2.31%,1.71%,1.97%
Total Accounts Receivable,563.7M,880.6M,934M,997.7M,1.07B
Total Accounts Receivable Growth,-,56.22%,6.06%,6.82%,7.51%
"Accounts Receivables, Net",555.6M,873.8M,919.2M,986.4M,1.06B
"Accounts Receivables, Gross",563.7M,875.8M,924.1M,991.6M,1.07B
Bad Debt/Doubtful Accounts,(8.1M),(2M),(4.9M),(5.2M),(6.2M)
Other Receivable,8.1M,6.8M,14.8M,11.3M,9.3M
Accounts Receivable Turnover,7.06,6.07,5.65,5.45,6.36
Inventories,476.2M,711.7M,685.7M,665M,854.4M
Finished Goods,138.4M,224.2M,151.7M,136.5M,208.6M
Work in Progress,311.8M,413M,441.7M,412.8M,482.8M
Raw Materials,26M,74.5M,92.3M,115.7M,163M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,119.8M,191.6M,194.5M,200.5M,206.2M
Miscellaneous Current Assets,55.9M,191.6M,194.5M,200.5M,206.2M
Total Current Assets,3.36B,2.21B,2.22B,2.15B,2.45B
"Net Property, Plant & Equipment",767.9M,996.7M,995.6M,1.01B,1.12B
"Property, Plant & Equipment - Gross",2.64B,2.95B,3.09B,3.25B,3.57B
Buildings,508.5M,647.6M,659.5M,659.7M,674.4M
Land & Improvements,73.4M,83.4M,83.4M,83.2M,88.2M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,1.88B,1.95B,2.09B,2.24B,2.45B
Total Investments and Advances,-,-,-,-,-
Other Long-Term Investments,-,-,-,-,-
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.96B,13.35B,12.37B,11.47B,10.72B
Net Goodwill,2.3B,6.66B,6.66B,6.67B,6.67B
Net Other Intangibles,1.66B,6.69B,5.7B,4.79B,4.04B
Other Assets,71.8M,111.8M,97.7M,110M,111.9M
Total Assets,8.26B,18.35B,17.43B,16.48B,16.2B
Total Assets Growth,-,122.23%,-5.03%,-5.44%,-1.69%
