Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,271M,485M,1.42B,2.63B,1.03B
Cash & Short Term Investments Growth,-,78.97%,192.78%,85.49%,-60.82%
Cash Only,270M,484M,1.42B,2.63B,1.03B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.93%,1.47%,4.12%,7.25%,2.80%
Total Accounts Receivable,1.72B,2.17B,1.95B,2.4B,2.58B
Total Accounts Receivable Growth,-,26.12%,-10.17%,22.95%,7.38%
"Accounts Receivables, Net",1.72B,2.17B,1.95B,2.4B,2.58B
"Accounts Receivables, Gross",1.74B,2.19B,1.98B,2.43B,2.61B
Bad Debt/Doubtful Accounts,(19M),(21M),(26M),(25M),(29M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,23.24,19.53,22.12,19.60,20.68
Inventories,3.51B,3.93B,3.86B,4.38B,5.51B
Finished Goods,1.98B,2.36B,2.22B,2.43B,3.19B
Work in Progress,-,-,-,-,-
Raw Materials,526M,596M,659M,741M,872M
Progress Payments & Other,1.01B,971M,977M,1.22B,1.45B
Other Current Assets,181M,403M,367M,406M,507M
Miscellaneous Current Assets,181M,403M,367M,406M,507M
Total Current Assets,5.69B,6.99B,7.6B,9.82B,9.63B
"Net Property, Plant & Equipment",6.17B,7.28B,8.13B,8.37B,9.19B
"Property, Plant & Equipment - Gross",13.04B,14.65B,16.11B,17.05B,18.4B
Buildings,4.12B,4.75B,4.96B,5.37B,5.74B
Land & Improvements,511M,583M,616M,663M,730M
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,6.87B,7.37B,7.99B,8.68B,9.21B
Total Investments and Advances,51M,102M,154M,112M,100M
Other Long-Term Investments,51M,102M,154M,112M,100M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,16.5B,17.88B,17.67B,17.07B,16.77B
Net Goodwill,9.74B,10.84B,10.9B,10.55B,10.51B
Net Other Intangibles,6.76B,7.04B,6.77B,6.52B,6.25B
Other Assets,703M,663M,903M,939M,1.13B
Total Assets,29.11B,32.92B,34.46B,36.31B,36.82B
Total Assets Growth,-,13.09%,4.67%,5.38%,1.41%
