Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,165.58M,193.56M,205.06M,255.83M,141.8M
Cash & Short Term Investments Growth,-,16.90%,5.95%,24.76%,-44.57%
Cash Only,165.49M,193.56M,205.06M,255.83M,141.8M
Total Short-Term Investments,93K,-,-,-,-
Short-Term Receivables,846.89M,850.7M,859.34M,961.42M,1.17B
Short Term Receivables Growth,-,0.45%,1.02%,11.88%,22.21%
Investment Securities,-,-,-,-,-
Investment Securities Growth,-,-,-,-,-
Securities in Custody,-,-,-,-,-
Securities in Custody Growth,-,-,-,-,-
Other Investments,-,-,-,11.02M,35.88M
"Net Property, Plant & Equipments",4.49B,6.49B,6.7B,6.98B,7.7B
Other Assets (Including Intangibles),6.32B,6.23B,6.32B,6.11B,8.3B
Other Assets,328.94M,289.95M,324.7M,357.13M,419.74M
Intangible Assets,5.99B,5.94B,5.99B,5.76B,7.88B
Total Assets,11.86B,13.82B,14.15B,14.45B,16.14B
Total Assets Growth,-,16.53%,2.41%,2.13%,11.70%
Return On Average Assets,-,-,-,-,3.64%
