Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,723.12M,728.6M,1.24B,1.58B,1.57B
Cash & Short Term Investments Growth,-,0.76%,69.80%,27.90%,-0.96%
Cash Only,723.12M,728.6M,1.24B,1.43B,1.42B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,11.77%,11.38%,15.41%,18.08%,16.64%
Total Accounts Receivable,554.22M,553.9M,780.71M,568.5M,796.09M
Total Accounts Receivable Growth,-,-0.06%,40.95%,-27.18%,40.03%
"Accounts Receivables, Net",554.22M,553.9M,780.71M,568.5M,796.09M
"Accounts Receivables, Gross",559.83M,562.94M,809.27M,599.18M,825.64M
Bad Debt/Doubtful Accounts,(5.61M),(9.05M),(28.56M),(30.68M),(29.55M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,5.63,6.06,4.72,7.39,6.37
Inventories,122.41M,141.52M,192.33M,229.02M,211.93M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,122.41M,141.52M,192.33M,229.02M,211.93M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,144.06M,314.91M,339M,428.47M,437.56M
Miscellaneous Current Assets,144.06M,314.91M,339M,428.47M,437.56M
Total Current Assets,1.54B,1.74B,2.55B,2.81B,3.01B
"Net Property, Plant & Equipment",309.31M,429.53M,949.64M,965.65M,1.04B
"Property, Plant & Equipment - Gross",935.99M,1.11B,1.72B,1.77B,1.91B
Buildings,68.52M,68.71M,129.75M,134.93M,135.72M
Land & Improvements,18.85M,18.85M,19.97M,19.97M,21.6M
Computer Software and Equipment,604.12M,678.9M,788.11M,812.16M,870.39M
"Other Property, Plant & Equipment",244.5M,346.42M,315.53M,309.69M,321.95M
Accumulated Depreciation,626.68M,683.35M,769.53M,804.35M,866.36M
Total Investments and Advances,-,-,13.2M,18.42M,690K
Other Long-Term Investments,-,-,13.2M,18.42M,690K
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,3.5B,3.45B,3.62B,3.85B,4.23B
Net Goodwill,3.14B,3.17B,3.37B,3.58B,3.84B
Net Other Intangibles,360.4M,279.37M,254.32M,279.13M,386.45M
Other Assets,374.16M,385.08M,401.03M,492.28M,463.01M
Total Assets,6.15B,6.41B,8.03B,8.75B,9.42B
Total Assets Growth,-,4.22%,25.37%,8.99%,7.61%
