Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,180.17M,67.93M,106.6M,66.77M,374.6M
Cash & Short Term Investments Growth,-,-62.30%,56.92%,-37.36%,461.01%
Cash Only,180.17M,67.93M,106.6M,66.77M,374.6M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.47%,0.17%,0.23%,0.14%,0.70%
Total Accounts Receivable,1.17B,1.17B,1.43B,1.44B,1.76B
Total Accounts Receivable Growth,-,0.00%,22.09%,0.56%,22.21%
"Accounts Receivables, Net",1.17B,1.17B,1.43B,1.44B,1.76B
"Accounts Receivables, Gross",1.51B,1.54B,1.79B,1.85B,2.24B
Bad Debt/Doubtful Accounts,(344.2M),(368.1M),(358.85M),(417.41M),(486.3M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,7.22,7.29,6.23,6.86,7.00
Inventories,238.04M,235.47M,265.6M,267.55M,374.4M
Finished Goods,-,-,-,-,-
Work in Progress,-,-,-,-,-
Raw Materials,159.2M,159.6M,189.5M,205.1M,316.9M
Progress Payments & Other,78.84M,75.87M,76.1M,62.45M,57.5M
Other Current Assets,703.67M,940.75M,1.33B,1.5B,1.72B
Miscellaneous Current Assets,703.67M,940.75M,1.33B,1.5B,1.72B
Total Current Assets,2.29B,2.41B,3.13B,3.27B,4.22B
"Net Property, Plant & Equipment",25.61B,27.64B,30.94B,33.42B,36.17B
"Property, Plant & Equipment - Gross",33.07B,35.51B,39.89B,42.89B,46.04B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",31.35B,33.72B,37.98B,40.83B,43.53B
Accumulated Depreciation,7.46B,7.87B,8.95B,9.47B,9.87B
Total Investments and Advances,884.41M,1.32B,1.61B,1.94B,2.56B
Other Long-Term Investments,420.71M,452.33M,500.22M,505.05M,386.11M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,4.43B,4.43B,4.45B,4.48B,4.52B
Net Goodwill,4.43B,4.43B,4.45B,4.48B,4.52B
Net Other Intangibles,-,-,-,-,-
Other Assets,5.03B,5.32B,5.98B,5.38B,5.75B
Total Assets,38.24B,41.12B,46.1B,48.49B,53.23B
Total Assets Growth,-,7.54%,12.10%,5.19%,9.77%
