Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,20.9M,16.3M,54M,39M,20M
Cash & Short Term Investments Growth,-,-22.01%,231.29%,-27.78%,-48.72%
Cash Only,20.9M,16.3M,54M,39M,20M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,0.13%,0.09%,0.29%,0.20%,0.10%
Total Accounts Receivable,350.4M,402.1M,412M,440M,516M
Total Accounts Receivable Growth,-,14.75%,2.46%,6.80%,17.27%
"Accounts Receivables, Net",154.7M,166.4M,165M,173M,222M
"Accounts Receivables, Gross",165.2M,173.7M,183M,184M,229M
Bad Debt/Doubtful Accounts,(10.5M),(7.3M),(18M),(11M),(7M)
Other Receivable,195.7M,235.7M,247M,267M,294M
Accounts Receivable Turnover,10.09,9.07,8.29,8.34,8.15
Inventories,211.8M,227.3M,217M,246M,325M
Finished Goods,49M,49.1M,46M,82M,132M
Work in Progress,-,-,-,-,-
Raw Materials,162.8M,178.2M,171M,164M,193M
Progress Payments & Other,-,-,-,-,-
Other Current Assets,202M,229.8M,204M,344M,389M
Miscellaneous Current Assets,159.8M,188.1M,204M,344M,389M
Total Current Assets,785.1M,875.5M,887M,1.07B,1.25B
"Net Property, Plant & Equipment",12.46B,13.53B,14.34B,14.99B,16.25B
"Property, Plant & Equipment - Gross",17B,18.36B,19.48B,20.56B,22.28B
Buildings,-,-,-,-,-
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",659.8M,677.4M,732M,806M,840M
Accumulated Depreciation,4.54B,4.83B,5.14B,5.58B,6.03B
Total Investments and Advances,435M,478.8M,495M,580M,685M
Other Long-Term Investments,36.3M,53.4M,19M,72M,143M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Net Goodwill,-,-,-,-,-
Net Other Intangibles,-,-,-,-,-
Other Assets,1.74B,1.82B,1.99B,1.92B,1.98B
Total Assets,15.98B,17.2B,18.35B,19.25B,20.94B
Total Assets Growth,-,7.65%,6.63%,4.93%,8.80%
