Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,277.27M,244.26M,1.83B,1.22B,314.15M
Cash & Short Term Investments Growth,-,-11.91%,647.95%,-33.37%,-74.19%
Cash Only,217.82M,176.3M,1.75B,1.17B,264.38M
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,2.97%,2.47%,12.67%,8.39%,2.06%
Total Accounts Receivable,258.14M,309M,364.77M,378.39M,504.89M
Total Accounts Receivable Growth,-,19.70%,18.05%,3.73%,33.43%
"Accounts Receivables, Net",258.14M,309M,364.77M,378.39M,504.89M
"Accounts Receivables, Gross",264.24M,317.5M,374.77M,389.79M,514.39M
Bad Debt/Doubtful Accounts,(6.1M),(8.5M),(10M),(11.4M),(9.5M)
Other Receivable,-,-,-,-,-
Accounts Receivable Turnover,43.47,38.39,34.63,38.66,32.19
Inventories,3.94B,4.32B,4.47B,4.64B,5.64B
Finished Goods,3.94B,4.32B,4.47B,4.64B,5.64B
Work in Progress,-,-,-,-,-
Raw Materials,-,-,-,-,-
Progress Payments & Other,-,-,-,-,-
Other Current Assets,156.8M,156.32M,146.88M,179.76M,170.95M
Miscellaneous Current Assets,156.8M,156.32M,146.88M,179.76M,170.95M
Total Current Assets,4.64B,5.03B,6.81B,6.42B,6.63B
"Net Property, Plant & Equipment",4.22B,4.4B,7.09B,7.58B,8.09B
"Property, Plant & Equipment - Gross",7.29B,7.71B,10.72B,11.53B,12.37B
Buildings,3.7B,3.9B,4.02B,4.28B,4.49B
Land & Improvements,1.11B,1.15B,1.21B,1.26B,1.3B
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",504.66M,552.02M,586.84M,644.35M,724.1M
Accumulated Depreciation,3.07B,3.31B,3.63B,3.95B,4.28B
Total Investments and Advances,75.23M,70.97M,71.12M,67.91M,62.78M
Other Long-Term Investments,75.23M,70.97M,71.12M,67.91M,62.78M
Long-Term Note Receivables,-,-,-,-,-
Intangible Assets,312.43M,308.26M,304.09M,302.65M,302.65M
Net Goodwill,302.65M,302.65M,302.65M,302.65M,302.65M
Net Other Intangibles,9.79M,5.62M,1.44M,-,-
Other Assets,70.43M,62.39M,118.05M,113.69M,140.35M
Total Assets,9.35B,9.9B,14.42B,14.52B,15.28B
Total Assets Growth,-,5.87%,45.76%,0.64%,5.23%
