Item,2018,2019,2020,2021,2022
Cash & Short Term Investments,5.88B,4.54B,5.14B,4.3B,3.15B
Cash & Short Term Investments Growth,-,-22.80%,13.25%,-16.23%,-26.93%
Cash Only,5.17B,4.54B,4.86B,4.3B,3.15B
Short-Term Investments,-,-,-,-,-
Cash & ST Investments / Total Assets,16.97%,13.56%,14.82%,11.15%,8.15%
Total Accounts Receivable,8B,8.94B,8.44B,8.85B,6.89B
Total Accounts Receivable Growth,-,11.70%,-5.55%,4.81%,-22.13%
"Accounts Receivables, Net",5.11B,6.03B,5.38B,5.51B,4.55B
"Accounts Receivables, Gross",5.24B,6.14B,5.5B,5.62B,4.65B
Bad Debt/Doubtful Accounts,(129M),(111M),(122M),(111M),(107M)
Other Receivable,2.89B,2.91B,3.06B,3.34B,2.35B
Accounts Receivable Turnover,7.26,6.53,6.70,7.20,9.01
Inventories,6.06B,5.73B,5.96B,7.93B,7.6B
Finished Goods,4.02B,3.86B,3.66B,4.53B,4.89B
Work in Progress,-,-,-,-,-
Raw Materials,2.04B,1.88B,2.3B,3.4B,2.71B
Progress Payments & Other,-,-,-,-,-
Other Current Assets,1.45B,967M,1.04B,1.02B,2.17B
Miscellaneous Current Assets,1.45B,967M,1.04B,1.02B,2.17B
Total Current Assets,21.39B,20.18B,20.58B,22.11B,19.8B
"Net Property, Plant & Equipment",2.2B,2.79B,3.73B,3.74B,4.01B
"Property, Plant & Equipment - Gross",6.11B,7.04B,8.45B,8.67B,8.83B
Buildings,1.89B,1.98B,2.07B,2.17B,2.26B
Land & Improvements,-,-,-,-,-
Computer Software and Equipment,-,-,-,-,-
"Other Property, Plant & Equipment",-,-,-,-,-
Accumulated Depreciation,3.91B,4.24B,4.71B,4.93B,4.82B
Total Investments and Advances,53M,56M,88M,803M,366M
Other Long-Term Investments,-,-,88M,803M,366M
Long-Term Note Receivables,953M,42M,-,-,-
Intangible Assets,6.42B,7.03B,6.92B,7.59B,10.47B
Net Goodwill,5.97B,6.37B,6.38B,6.8B,8.54B
Net Other Intangibles,453M,661M,540M,784M,1.93B
Other Assets,1.18B,745M,841M,1.46B,1.78B
Total Assets,34.62B,33.47B,34.68B,38.61B,38.59B
Total Assets Growth,-,-3.34%,3.63%,11.33%,-0.06%
